大南寔錄/大南正編列傳初集/卷01。	QUYỂN 1.
至如和好，事體重大，應由質知報知暹酋，俟有暹酋書來，本軍門轉奏，亦可成和局等大意。」	Đến như việc hòa hiếu sự thể rất trọng đại, phải do Chất Tri báo cho Xiêm tù biết, đợi có thư của Xiêm tù tới, bản quân môn sẽ chuyển tâu lên, cũng có thể nên hòa cục, đại ý như thế.
乃令張明講等修書，派人遞交質知。質知無有來書回答。	Bèn sai bọn Trương Minh Giảng viết thư phái người đưa giao cho Chất Tri, Chất Tri không có thư đáp lại.
紹治二年二月，暹寇復分道入寇。一由河僊，一由永濟河。	Năm Thiệu Trị thứ 2, tháng 2, giặc Xiêm lại chia đường vào ăn cướp, một đạo do đường Hà Tiên; một do sông Vĩnh Tế.
段文策由水進，范文典等由陸進，兩道殺退暹虜，邊境靜怗，遂班師。	Bên ta Đoàn Văn Sách do thủy tiến, bọn Phạm Văn Điển do đường bộ tiến, hai đường đánh giết, lui được giặc Xiêm, nơi biên cảnh lại im lặng, bèn đem quân về.
五年，蠻目來乞，官兵援勦命阮知方、尹蘊等四道分兵齊進，攻破鐵繩，直抵鎭西。	Năm thứ 5, Man mục lại xin quân cứu viện đánh dẹp. Vua sai bọn Nguyễn Tri Phương và Doãn Uẩn chia quân bốn đường cùng tiến đến đánh, phá vỡ Thiết Thăng thẳng tới Trấn Tây.
蠻虜先已散去，乘勝直擣龍澳城。質知與名𧑒退保烏東。官兵四面攻之。質知自知勢竆力屈，委人齎書請和。將軍、參贊責令引將名𧑒詣軍首罪，各解兵。	Giặc Man đã tản chạy trước, thừa thắng thẳng tới thành Long Úc, Chất Tri cùng tên Dun lui giữ Ô Đông, quan quân bốn mặt tiến đánh, Chất Tri tự biết thế cùng lực kém, sai người đưa thư xin hòa, tướng quân, tham tán bắt phải đem tên Dun đến quân môn thú tội thì đều giải binh.
名𧑒疑懼，不敢出頭，遲迴引日。我軍追逼賊壘。賊黨於壘上喚呌停其放礮，容彼再請講和。	Tên Dun ngờ sợ, không dám thò đầu ra, quanh co kéo dài ngày, quân ta đuổi sát đến lũy giặc, bọn giặc ở trên lũy kêu gọi xin đừng bắn súng, dung cho để lại xin giảng hòa.
尋委人來乞造會館，俾質知得與我官弁一見，道達情由。	Rồi ủy người đến xin tới hội quán, cho Chất Tri được cùng văn quan võ chức ta ra mắt, để đạo đạt tình do.
於是阮知方、尹蘊等整肅兵衞，來此會館。質知引將名𧑒詣首，懇請兩大國和好如前。仍免名𧑒之罪。	Bấy giờ bọn Nguyễn Tri Phương cùng Doãn Uẩn nghiêm chỉnh binh vệ đến hội quán ấy, Chất Tri đem tên Dun đến thú tội và xin hai nước hòa hiếu như trước, nhưng miễn tội cho tên Dun.
將軍、參贊等據情題達。	Bọn tướng quân, tham tán cứ tình đề đạt lên.
諭許之。	Vua xuống dụ y cho.
自是休兵。	Từ đó nghỉ việc binh đao.
其國風俗勁悍尚詐，習於水戰，崇奉釋敎，字皆橫寫。男女多爲僧尼，持齋受戒。	Về phong tục nước ấy thì người mạnh bạo hung dữ, hay xảo trá, quen thủy chiến, sùng phụng đạo Phật, chữ đều viết ngang, trai gái phần nhiều làm sư nam sư nữ, ăn chay giữ giới.
富貴者尤敬佛，百金之產，卽半施之。	Người giàu sang càng kính Phật, của có trăm nén vànghì đem bố thí một nửa.
氣候不正，或嵐或熱，地卑濕，人皆樓居，無床椅之制。男子剪髮畱髻，婦人椎髻。事決婦人。海貝代錢，重禁私銀。	Khí hậu không được chính, hoặc khí núi bốc nóng, hoặc khí trời nóng bức, đất thì thấp ướt, người đều làm sàn để ở, không có giường ghế, đàn ông cắt tóc để lại tóc chỏm, đàn bà búi tóc như cái dùi, mọi việc quyết đoán ở người đàn bà, lấy vỏ ốc ở biển thay tiền, cấm ngặt không ai có bạc riêng.
土產：寶石、金剛鑽、胡椒、荳蔻、丁香、荷、充鐵。	Về thổ sản: Có đá quý, kim cương, hồ tiêu, đậu khấu, đinh hương và sắt hà sung.
水舍火舍。水舍、火舍二國，在南蟠〈黎聖尊辰，攻克占城，立其裔爲南蟠國，割石碑山以西之地畀之。〉之上，村落可五十餘。國中有婆南山，甚高，水王在山之東，火王在山之西。	Nước Thủy Xá, Hỏa Xá nước này ở phía trên nước Nam Bàn, thời Lê Thánh Tôn đánh được nước Chiêm Thành, dựng dòng dõi nước Nam Bàn, cắt đất từ núi Thạch trở về phía Tây ban cho, có độ hơn năm mươi thôn lạc, trong nước có núi Bà Nam rất cao, Thủy vương ở phía Đông núi, Hỏa vương ở phía Tây núi.
本朝初，以其界於富安，五年一遣人至其國，賜以物〈錦衣帽、銅鍋、鐵鐺及磁器盌碟諸物〉，二國得賜，即備方物〈琦、黃蠟、鹿茸、熊腑、雄象〉以獻。	Bản triều ta buổi đầu cho là địa giới giáp Phú Yên, nên 5 năm một lần sai người tới nước đó cho các phẩm vật (áo mũ gấm, nồi đồng, sanh đồng, và đồ sứ như chén dĩa v.v … ), hai nước được ban cho tức thì đem các phương vật kỳ nam, sáp vàng, lộc nhung, mật gấu và voi đực sang dâng.
世宗皇帝辛未十三年，二國入貢，上厚賜遣之，後以爲常。	Năm Tân Mùi, Thế Tông Hoàng đế năm thứ 13 (1751) hai nước đến cống, vua ban cho hậu rồi cho về. Sau cứ theo lệ thường đến cống.
及西山之亂，貢不至。	Tới khi có loạn Tây Sơn, không đến cống nữa.
嘉隆初，二國使至富安納款，厚款其使，遣還。明命初，水舍國長麻乙遣使持所賜物及鍮釭、黃蠟爲信，至富安福山堡，納款請貢。	Gia Long năm đầu, sứ hai nước đến Phú Yên nộp lễ vật, vua hậu thết đãi sứ giả rồi cho về Minh Mạng năm đầu, Quốc trưởng Thủy Xá là Ma Ất sai sứ cầm các vật đã ban cho đồng thau sáp vàng làm tin, tới bảo Phúc Sơn, trấn Phú Yên, nộp lễ vật xin cống.
壬午三年，麻乙死，遂不果。	Năm Nhâm Ngọ, Minh Mạng thứ 3, Ma Ất chết, việc sang cống không làm xong.
癸未四年，國人推其弟麻𩹮爲王。𩹮固辭，止攝國事，復遣使請貢。	Năm Quý Mùi, Minh Mạng thứ 4, người trong nước suy tôn người em là Ma Mú lên làm vua, Mú cố từ, chỉ tạm thay làm việc nước.
未行，麻𩹮死，弟麻藍繼立，嘗欲求通，而無可使者。	Lại sai sứ xin cống nhưng chưa đi thì Ma Mú chết, em là Ma Lam nối dựng, thường muốn cầu thông hiếu mà không có ai sai đi được.
己丑十年三月，聖祖仁皇帝以其國貢不至，遣屬鎭率隊阮文權往探其狀。	Năm Kỷ Sửu, Minh Mạng thứ 10, tháng 3, Thánh Tổ Nhân Hoàng đế cho là nước ấy lễ cống không đưa đến, sai Suất đội ở thuộc trấn là Nguyễn Văn Quyền đến thăm dò tình trạng.
旣至，麻藍甚喜，具以情告。卽遣其屬麻延、麻春等齎象牙一枝，從權，請通職貢。	Khi đến, Ma Lam rất mừng, tỏ bày hết tình hình, rồi sai bọn thuộc hạ là bọn Ma Diên, Ma Xuân đem một chiếc ngà voi theo Quyền xin thông hiếu giữ lễ cống.
鎭臣以聞。命賞國長赤、藍縐紗各一疋，南紗二十疋，及麻延等紗紬衣袴銀兩。	Trấn thần tâu lên, vua sai thưởng cho Quốc trưởng: Nhiễu màu đỏ, màu lam mỗi thứ một tấm, sa nam 20 tấm, và bọn Ma Diên áo quần bằng sa, chừu cùng bạc lạng.
又問：「水舍、火舍本是一國，抑或二國？」	Lại hỏi Thủy Xá Hỏa Xá là một nước hay là hai nước?
使者云：「其國乃火舍，國長稱爲火王，不曾聞有水舍者，水舍之云，乃前使通譯之誤爾。」	Sứ giả nói: Nước ấy là Hỏa Xá, quốc trưởng gọi là Hoả vương, chưa từng nghe ai nói có nước Thủy Xá gọi Thủy Xá bởi sứ trước thông dịch lầm.
自是，其國來貢，始稱火舍。	Từ đó nước ấy đến cống, mới gọi là Hỏa Xá.
十二年，來貢使至富安，賜來京瞻拜，召見，問之曰：「今來朝貢，出自國長誠悃，抑國人有同願乎？」	Năm thứ 12, nước Hỏa Xá sang cống, sứ đến Phú Yên, vua cho vào kinh chào lạy và triệu vào ra mắt hỏi rằng: Nay đến triều cống là tự bởi lòng thành của Quốc trưởng, hay người trong nước cùng muốn cả?
對曰：「臣國長久慕天朝德化，又聞國之黃耈有言：能向上國輸忱，則人民安樂，禾穀豐登。故國長以至臣民，咸願臣屬，仰藉餘慶。」尋令賞賜遣還。	Thưa rằng: Quốc trưởng tôi đã lâu vẫn mến đức hóa của thiên triều, lại nghe các người già ở trong nước nói, nếu đem lòng thành thần phục thượng quốc thì nhân dân yên vui, thóc lúa được mùa, nên từ Quốc trưởng cho đến thần dân đều muốn thần thuộc để nhờ phúc thừa.Rồi sai ban thưởng cho về; lại định cho kỳ cống hiếu, lấy những năm Tý, Mão, Ngọ, Dậu làm mức, 3 năm một lần sai sứ sang cống.
又定貢期，以子、卯、午、酉等年為準，三年一遣使，品貢象牙二枝、犀角二端。	Phẩm vật tiến cống là 2 chiếc ngà voi, 2 chiếc sừng tê.
十五年，遣使入貢。賜使臣七品朝服，使之演習，及趨庭跪拜竝合禮節。帝嘉獎之，諭禮部曰：「彼國僻處遐陬，結繩爲政，自耕而食，風俗猶存古樸。	Năm thứ 15, sai sứ sang cống, vua cho sứ thần bộ đại triều thất phẩm, bắt phải diễn tập và quỳ lạy ở sân rồng, đều hợp lễ tiết cả, vua khen ngợi dụ bộ Lễ rằng: Nước họ ở mãi phương xa hẻo lánh, thắt nút dây làm việc chính trị, tự cày cấy lấy mà ăn, phong tục còn giữ thói cổ chất phác.
然人戴髮含齒，賦稟亦有知能，則何嘗不可爲善。故聖人以夏變夷，亦宜以禮義導之，鱗介可易衣裳矣。况邇來虔修職貢，深明君臣之義，洵爲有道之邦。	Nhưng người đã có tóc có răng, tính trời sinh ra cũng có hiểu biết, man di thành trung hạ, cũng nên lấy lễ nghĩa bảo ban cho họ thời dẫu đến loài có vảy có mai cũng có thể đổi thay mà mặc áo xiêm được; huống hồ nước ấy gần đây dốc lòng sửa chức cống, biết rõ nghĩa vua tôi, tỏ là nước có đạo.
其國長名藍，準賜姓永名保，詔敕直書爲火舍國王，俾知統緒、正名分。	Vậy Quốc trưởng nước ấy tên là Lam, chuẩn cho họ là Vĩnh tên là Bảo. Các chiếu sắc viết thẳng là Hỏa Xá Quốc vương, để biết có đầu mối danh phận.
使臣名緣者，賜姓嶺；名才者，賜姓嶠。再加賞紗幣有差。」	Còn sứ thần tên Duyên thì cho họ là Lĩnh, tên Tài thì cho họ là họ Kiệu; lại thưởng thêm cho sa lụa có thứ bậc khác nhau.
。十八年十一月，恭遇順天高皇后七旬聖壽大慶節，遣使齎方物詣京祝嘏。厚賜宴賚遣還。	Năm thứ 18, tháng 11, gặp ngày thất tuần đại khánh tiết của Thuận Thiên Cao Hoàng hậu, nước ấy sai sứ mang phương vật tới kính chúc thọ, hậu cho ăn yến và ban thưởng rồi cho về.
十二月，國王永保卒，國人循俗，立其甥名列繼爲國長，遣使入貢。賜新嗣王襲姓永，仍舊名列，以昭姓氏。又賜敕書，賞賚優渥。	Tháng 12, Quốc vương là Vĩnh Bảo chết, người trong nước theo phong tục lập cháu gọi bằng cậu là Liệt nối làm Quốc trưởng, sai sứ sang cống, ban cho vị vương mới nối theo họ Vĩnh, nhưng vẫn theo tên cũ là Liệt, cho rõ dòng họ, lại ban cho sắc thư và thưởng rất hậu.
二十一年四月，恭遇聖祖仁皇帝五旬萬壽大慶節，遣使恭齎賀品、貢品二禮竝進。	thứ 21 tháng tư, gặp ngũ tuần vạn thọ đại khánh tiết của Thánh Tổ Nhân Hoàng đế, nước ấy sai sứ mang 2 lễ là hạ phẩm và cống phẩm dâng lên.
厚賜遣還。	Vua nhận rồi bảo về.
會鎭西將軍張明講等奏言：「山靜府報，有水舍蠻長，帶隨從者二人、象二匹到撫嫩蠻接近山卜縣轄，遣人言於縣尉名烈，欲來相省。	Gặp lúc Trấn Tây tướng quân là bọn Trương Minh Giảng tâu nói: Phủ Sơn Tĩnh báo tin có Man trưởng nước Thủy Xá đem theo 2 người và 2 thớt voi tới Man phủ nộp tiến gần huyện hạt Sơn Bốc, sai người nói với viên Huyện úy tên là Liệt rằng muốn lại thăm.
詰之，名烈云：從前，彼蠻長素與藩王相識，每三年一來，藩王送以財物。	Vặn hỏi thời tên Liệt nói: "Từ trước Man trưởng ấy vốn cùng Phiên vương quen biết, cứ 3 năm một lần đến, Phiên vương tặng cho tài vật.
蓋彼有鬼術，所到之處多以物送之。此來不過欲求財物，原無他意。業令名烈託辭使去。」	Bởi họ có quỷ thuật, nên đến đâu phần nhiều đều cho tặng vật, họ đến chuyến này chẳng qua muốn cầu tài vật, nguyên không có ý gì khác cả, tró đã sai tên Liệt mượn cớ khước từ bảo họ đi rồi.
奉諭云：「朕自少曾聞火舍、水舍二國之名，向來惟有火舍輸誠奉貢，而水舍杳無聲息。	Vua dụ rằng: Trẫm lúc nhỏ từng nghe có 2 nước: Hỏa Xá, Thủy Xá, từ trước tới nay, duy có nước Hỏa Xá đến đem lòng thành dâng cống, mà nước Thủy Xá bẵng không có tin tức gì.
