第一回宴桃园豪杰三结义斩黄巾英雄首立功	HỒI 1 Tiệc vườn đào, anh hùng kết nghĩa; Chém Khăn Vàng, hào kiệt lập công.
玄德曰：“景升待我，恩礼交至，安忍乘其危而夺之？”	Huyền Đức nói: - Cảnh Thăng đãi ta rất hậu, sao lại nỡ nhân lúc nguy mà cướp cơ nghiệp người ta.
孔明叹曰：“真仁慈之主也！”	Khổng Minh than rằng: - Thật là một vị chúa nhân từ!
正商论间，忽报公子刘琦来见。	Hai người đương nói chuyện, chợt báo có công tử Lưu Kỳ xin vào gặp.
玄德接入。 琦泣拜曰：“继母不能相容，性命只在旦夕，望叔父怜而救之。”	Huyền Đức mời vào, Kỳ khóc nói rằng: - Dì ghẻ cháu ghét cháu lắm, tính mệnh cháu nguy đến nơi, xin chú thương tình cứu cho.
玄德曰：“此贤侄家事耳，奈何问我？”	Huyền Đức nói: - Đấy là việc riêng trong nhà cháu, sao lại đi hỏi chú?
孔明微笑。	Khổng Minh mỉm cười.
玄德求计于孔明，孔明曰：“此家事，亮不敢与闻。”	Huyền Đức hỏi kế Khổng Minh. Khổng Minh nói: - Đấy là việc nhà, tôi không dám biết đến.
少时，玄德送琦出，附耳低言曰：“来日我使孔明回拜贤侄，可如此如此，彼定有妙计相告。”	Một lúc, Huyền Đức tiễn Lưu Kỳ ra đến cửa, rồi ghé vào tai Kỳ nói nhỏ: - Đến mai ta sai Khổng Minh đến tạ cháu, cháu nên... Như thế... Như thế... Ông ta sẽ có diệu kế.
琦谢而去。	Kỳ từ tạ ra về.
次日，玄德只推腹痛，乃浼孔明代往回拜刘琦。	Hôm sau, Huyền Đức giả cách đau bụng, nhờ Khổng Minh thay mình đến tạ Lưu Kỳ.
孔明允诺，来至公子宅前下马，入见公子。	Khổng Minh vâng lời, đi đến cửa nhà Lưu Kỳ, xuống ngựa, vào gặp Lưu Kỳ.
公子邀入后堂。	Kỳ mời vào nhà trong.
茶罢，琦曰：“琦不见容于继母，幸先生一言相救。”	Uống nước xong, Kỳ nói: - Kế mẫu muốn hại Kỳ, xin tiên sinh cứu cho.
孔明曰：“亮客寄于此，岂敢与人骨肉之事？ 倘有漏泄，为害不浅。”	Khổng Minh nói: - Lượng là một người khách đâu dám nhúng tay vào việc gia đình của người khác, lỡ có điều gì bị lộ thì hại to.
说罢，起身告辞。	Nói xong, đứng dậy cáo từ.
琦曰：“既承光顾，安敢慢别。”	Kỳ nói: Tiên sinh đã hạ cố đến đây, xin đừng vội về.
乃挽留孔明入密室共饮。	Liền dắt Khổng minh vào phòng uống rượu.
饮酒之间，琦又曰：“继母不见容，乞先生一言救我。”	Vừa được vài chén, Kỳ lại nói: - Kế mẫu không muốn dùng Kỳ, xin tiên sinh cho một lời giải nguy.
孔明曰：“此非亮所敢谋也。”	Khổng Minh lại nói: - Việc này Lượng không dám bàn đến.
言讫，又欲辞去。	Nói xong lại muốn ra về.
琦曰：“先生不言则已，何便欲去？”	Kỳ nói: - Tiên sinh không nói thì thôi, sao cứ đòi về?
孔明乃复坐。	Khổng Minh lại ngồi xuống.
琦曰：“琦有一古书，请先生一观。”	Kỳ nói: - Kỳ có bó sách cổ xin mời tiên sinh lên xem qua một chút.
乃引孔明登一小楼，孔明曰：“书在何处？”	Nói rồi Kỳ dắt Khổng Minh lên trên lầu nhỏ. Khổng Minh hỏi: - Sách đâu?
琦泣拜曰：“继母不见容，琦命在旦夕，先生忍无一言相救乎？”	Kỳ khóc nói: Kế mẫu không dung, tính mạng Kỳ đang treo đầu sợi tóc. Tiên sinh nỡ nào không một lời giải cứu?
孔明作色而起，便欲下楼，只见楼梯已撤去。	Khổng Minh bực mình đứng dậy, định trở xuống thì thang đã cất đi rồi.
琦告曰：“琦欲求教良策，先生恐有泄漏，不肯出言；今日上不.	Kỳ thưa rằng: - Kỳ muốn cầu cứu kế hay, nhưng tiên sinh sợ tiết lộ, nên không chịu nói.
至天，下不至地，出君之口，入琦之耳：可以赐教矣。”	Nay ở chốn này, trên không đến trời, dưới không đến đất, miệng tiên sinh nói ra, chỉ có tai Kỳ nghe thấy, xin tiên sinh dạy cho.
孔明曰：“疏不间亲，亮何能为公子谋？	Khổng Minh nói: - Người sợ không nên làm ly gián người thân, Lượng sao dám bày mưu cho công tử?
琦曰：“先生终不幸教琦乎！ 琦命固不保矣，请即死于先生之前。”	Kỳ nói: - Tiên sinh không bảo cho, thì mạng Kỳ chắc không vẹn toàn. Kỳ xin chết ngay trước mặt tiên sinh.
乃掣剑欲自刎。	Liền rút gươm ra muốn tự vẫn.
孔明止之曰：“已有良策。”	Khổng Minh vội ngăn lại nói: - Hãy thong thả ta đã có kế hay đây.
琦拜曰：“愿即赐教。”	Kỳ lạy, nói: - Xin tiên sinh dạy bảo ngay cho.
孔明曰：“公子岂不闻申生、重耳之事乎？	Khổng Minh nói: - Công tử há không biết chuyện Thân Sinh và Trùng Nhĩ đấy ư?
申生在内而亡，重耳在外而安。	Thân Sinh ở trong thì chết, Trùng Nhĩ ở nhoài thì yên.
今黄祖新亡，江夏乏人守御，公子何不上言，乞屯兵守江夏，则可以避祸矣。”	Nay Hoàng Tổ mới chết. Giang Hạ thiếu người phòng thủ, công tử nên xin đem quân ra giữ ở đó, chắc có thể tránh được tai vạ.
琦再拜谢教，乃命人取梯迭孔明下楼。	Kỳ mừng rỡ bái tạ Khổng Minh một lần nữa, rồi gọi người bắc thang đưa Khổng Minh xuống gác.
孔明辞别，回见玄德，具言其事。 玄德大喜。	Khổng Minh về gặp lại Huyền Đức thuật lại chuyện ấy, Huyền Đức mừng lắm.
次日，刘琦上言，欲守江夏。	Hôm sau, Lưu Kỳ dâng thư, xin đi trấn Giang Hạ.
刘表犹豫未决，请玄德共议。	Lưu Biểu lúng túng, cho mời Huyền Đức vào bàn.
玄德曰：“江夏重地，固非他人可守，正须公子自往。	Huyền Đức nói: - Giang Hạ là chốn quan trọng, không nên sai người ngoài, cần phái công tử đi.
东南之事，兄父子当之；西北之事，备愿当之。”	Việc ở mặt đông nam, thì xin huynh trưởng cùng các cháu đảm đương, còn mặt tây bắc, Bị xin coi giữ.
表曰：“近闻曹操于邺郡作玄武池以练水军，必有南征之意，不可不防。”	Biểu nói: - Mới đây, tôi nghe Tào Tháo ở Nghiệp Quận đào ao Huyền Vũ để luyện tập thủy quân, tất có ý đánh xuống miền nam, ta cần phải đề phòng.
玄德曰“备已知之，兄勿忧虑。”	Huyền Đức đáp: - Em đã biết, xin anh đừng lo.
遂拜辞回新野。	Nói rồi, bái từ về Tân Dã.
刘表令刘琦引兵三千往江夏镇守。	Lưu Biểu sai ngay Lưu Kỳ dẫn ngay ba nghìn quân ra trấn thủ Giang Hạ.
却说曹操罢三公之职，自以丞相兼之。 以毛玠为东曹掾，崔琰为西曹掾，司马懿为文学掾。	Lại nói Tào Tháo bãi chức Tam Công, tự phong mình làm Thừa tướng kiêm cả ba chức ấy, cử Mao Giới làm đông tào duyện, Thôi Viêm làm tây tào duyện; Tư Mã Ý làm văn học duyện.
懿字仲达，河内温人也。 颍川太守司马隽之孙，京兆尹司马防之子，主簿司马朗之弟也。	Tư Mã Ý tự là Trọng Đạt, quê ở Hà Nội, quận Ôn; con quan doãn Kinh Triệu là Tư Mã Phong; cháu thái thú Dĩnh Châu Tư Mã Tuấn, em quan chủ bạ Tư Mã Lãng.
自是文官大备，乃聚武将商议南征。	Tháo biên chế quan văn đâu vào đấy rồi, bèn họp cả các tướng bàn xuống việc đánh phương nam.
夏侯惇进曰：“近闻刘备在新野，每日教演士卒，必为后患，可早图之。”	Hạ Hầu Đôn đứng lên nói rằng: - Gần đây nghe tin Lưu Bị ở Tân Dã, ngày ngày luyện tập quân sĩ. Để vậy, tất có lo về sau, nên sớm liệu đi mới được.
操即命夏侯惇为都督，于禁、李典、夏侯兰、韩浩为副将，领兵十万，直抵博望城，以窥新野。	Tháo sai ngay Hạ Hầu Đôn làm đô đốc, Vu Cấm, Lý Điển, Hạ Hầu Lan, Hàn Hạo làm phó tướng, lĩnh mười vạn quân kéo thẳng đến thành Bác Võng để thừa cơ đánh vào Tân Dã.
荀彧谏曰：“刘备英雄，今更兼诸葛亮为军师，不可轻敌。”	Tuân Úc can rằng: - Lưu Bị đã là anh hùng, lại thêm có Gia Cát Lượng làm quân sư, không nên khinh địch.
惇曰：“刘备鼠辈耳，吾必擒之。”	Đôn nói: - Lưu Bị như lũ chuột, thế nào ta cũng bắt được.
徐庶曰：“将军勿轻视刘玄德。 今玄德得诸葛亮为辅，如虎生翼矣。”	Từ Thứ nói: - Xin tướng quân chớ coi thường Huyền Đức, nay Huyền Đức được Gia Cát Lượng giúp đỡ, chẳng khác hổ thêm cánh đấy.
操曰：“诸葛亮何人也？”	Tháo hỏi: - Gia Cát Lượng là người thế nào?
庶曰：亮字孔明，道号卧龙先生。 有经天纬地之才，出鬼入神之计，真当世之奇才，非可小觑。”	Thứ đáp: - Lượng tự là Khổng Minh, tên hiệu Ngọa Long tiên sinh, có tài ngang trời dọc đất, có mưu xuất quỷ nhập thần, thật là kỳ sĩ đời nay, không nên xem nhẹ.
操曰：“比公若何？”	Tháo hỏi: - So với ông thế nào?
庶曰：“庶安敢比亮？	Thứ nói: - Tôi đâu dám sánh với Lượng.
庶如萤火之光，亮乃皓月之明也。”	Thứ này chỉ là ánh đom đóm, còn Lượng là ánh trăng rằm.
夏侯惇曰：“元直之言谬矣。	Hạ Hầu Đôn nói: - Nguyên Trực lầm rồi.
吾看诸葛亮如草芥耳，何足惧哉！	Tôi coi Gia Cát Lượng như cỏ rác, sợ quái gì.
吾若不一阵生擒刘备，活捉诸葛，愿将首级献与丞相。”	Nếu tôi đánh một trận, không bắt sống được cả Lưu Bị và Gia Cát Lượng, thì tôi xin đem đầu về chịu tội với thừa tướng.
操曰：“汝早报捷书，以慰吾心。”	Tháo nói: - Được, ngươi sớm đưa tin thắng trận về cho ta hả dạ.
惇奋然辞曹操，引军登程。	Đôn phấn khởi, từ biệt Tào Tháo, dẫn quân lên đường.
却说玄德自得孔明，以师礼待之。	Lại nói từ khi được Khổng Minh, Huyền Đức đối đãi như bậc thầy.
关、张二人不悦，曰：“孔明年幼，有甚才学？ 兄长待之太过！	Quan, Trương thấy vậy không bằng lòng, nói: - Khổng Minh tuổi trẻ, có tài cán gì, sao anh trọng đãi quá thế?
又未见他真实效验！”	Vả lại từ khi về đây, đã thấy y làm được việc gì tài ba đâu!
玄德曰：“吾得孔明，犹鱼之得水也。	Huyền Đức nói: - Ta được Khổng Minh như cá được nước, hai em chớ nên nhiều lời.
两弟勿复多言。”	Hai người nghe nói lẳng lặng lui ra.
关、张见说，不言而退，一日，有人送蠫牛尾至。 玄德取尾亲自结帽。	Một hôm có người đem biếu một cái đuôi trâu, Huyền Đức dem đuôi trâu đan thành chiếc mũ.
孔明入见，正色曰：“明公无复有远志，但事此而已耶？”	Khổng Minh ở ngoài vào trông thấy, nghiêm sắc mặt lại nói: - Minh công không còn phải lo đến việc gì nữa à?
玄德投帽于地而谢曰：“吾聊假此以忘忧耳。”	Huyền Đức vội vàng ném chiếc mũ xuống và xin lỗi: - Tôi mượn việc đó để tiêu khiển đấy thôi!
孔明曰：“明公自度比曹操若何？”	Khổng Minh nói: - Minh công tự so mình với Tào Tháo như thế nào?
玄德曰：“不如也。”	Huyền Đức nói: - Không bằng được!
孔明曰：“明公之众，不过数千人，万一曹兵至，何以迎之？”	Khổng Minh nói: - Quân của minh quân chẳng qua được vài nghìn, nếu quân Tào kéo đến đánh thì lấy gì chống cự?
玄德曰：“吾正愁此事，未得良策。”	Huyền Đức nói: - Chính tôi đương lo việc ấy nhưng nghĩ chưa ra kế nào hay.
孔明曰：“可速招募民兵，亮自教之，可以待敌。”	Khổng Minh nói: - Minh công nên cho tuyển mộ thật nhiều dân binh để tôi huấn luyện thì có thể chống được giặc.
玄德遂招新野之民，得三千人。	Huyền Đức liền tuyển mộ ngay được ba nghìn người.
孔明朝夕教演阵法。	Khổng Minh sớm tối dạy bảo diễn tập phương pháp đánh trận.
忽报曹操差夏侯惇引兵十万，杀奔新野来了。	Chợt có người báo Tào Tháo sai Hạ Hầu Đôn dẫn mười vạn quân rầm rộ kéo đến Tân Dã.
张飞闻知，谓云长曰：“可着孔明前去迎敌便了。”	Trương Phi nghe tin, nói với Quan Công rằng: - Tốt hơn hết, nên để Khổng Minh ra nghênh địch.
正说之间，玄德召二人入，谓曰：”夏侯惇引兵到来，如何迎敌？”	Giữa lúc ấy, Huyền Đức cho gọi hai người vào, bảo rằng: - Hạ Hầu Đôn kéo quân đến rồi, ta đối phó như thế nào?
张飞曰：“哥哥何不使水去？”	Trương Phi nói: - Sao đại huynh không sai "nước" đi để chống giặc.
玄德曰：“智赖孔明，勇须二弟，何可推调？”	Huyền Đức nói: - Mưu thì ta phải nhờ đến Khổng Minh, nhưng dũng cảm thì phải nhờ đến hai anh em mới xong, không nên suy tị như thế.
关、张出，玄德请孔明商议。 孔明曰：“但恐关、张二人不肯听吾号令；主公若欲亮行兵，乞假剑印。”	Quan, Trương đi ra, Huyền Đức mời Khổng Minh đến bàn, Khổng minh nói: - Chỉ sợ Quan, Trương không phục tùng hiệu lệnh. Nếu chúa công thực muốn tôi chỉ huy, xin giao kiếm ấn cho tôi.
玄德便以剑印付孔明，孔明遂聚集众将听令。	Huyền Đức sai lấy kiếm ấn trao cho Khổng Minh, Khổng Minh liền họp các tướng lại để nghe lệnh.
张飞谓云长曰：“且听令去，看他如何调度。”	Trương Phi bảo Vân Trường rằng: - Ta hãy thử đến nghe lệnh, xem hắn xếp đặt ra sao?
孔明令曰：“博望之左有山，名曰豫山；右有林，名曰安林：可以埋伏军马。	Khổng Minh truyền lệnh: - Bên tả núi Bác Vọng có núi Dự Sơn, bên hữu có rừng An Lâm, có thể phục quân mã được.
云长可引一千军往豫山埋伏，等彼军至，放过休敌；其辎重粮草，必在后面，但看南面火起，可纵兵出击，就焚其粮草。	Vân Trường dẫn một nghìn quân ra mai phục ở núi Dự Sơn đón địch, địch kéo đến, cứ mặc cho chúng đi qua, khi nào các xe lương thực tới, nếu thấy mé nam có hiệu lửa sẽ thả quân ra đánh, đốt sạch lương thực của giặc đi.
翼德可引一千军去安林背后山谷中埋伏，只看南面火起，便可出，向博望城旧屯粮草处纵火烧之。	Dực Đức dẫn một nghìn quân ra sau rừng An Lâm, mai phục trong hang núi, cũng đợi khi nào mé nam có hiệu lửa bấy giờ sẽ kéo đến đốt kho lương ở thành Bác Vọng.
