第四十一回刘玄德携民渡江赵子龙单骑救主	HỒI 41 Lưu Huyền Đức đưa dân qua sông; Triệu Tử Long một ngựa cứu chúa.
徐盛教拽起满帆，抢风而使。	Từ Thịnh sai kéo căng buồm, lướt nhanh như gió.
遥望前船不远，徐盛在船头上高声大叫：“军师休去！ 都督有请！”	Đuổi cách thuyền trước không xa mấy, Thịnh đứng trên mũi thuyền gọi to lên rằng: - Quân sư đừng đi vội, đô đốc tôi có lời mời!
只见孔明立于船尾大笑曰：“上覆都督：好好用兵；诸葛亮暂回夏口，异日再容相见。”	Khổng Minh đứng ở sau thuyền cười ha hả nói: - Ông hãy về bẩm với đô đốc dùng binh cho khéo, Lượng tôi tạm về Hạ Khẩu, khi khác sẽ xin đến hầu.
徐盛曰：“请暂少住，有紧话说。”	Từ Thịnh nói: - Xin hãy dừng thuyền một chút, có việc khẩn cấp muốn nói.
孔明曰：“吾已料定都督不能容我，必来加害，预先教赵子龙来相接。 将军不必追赶。”	Khổng Minh nói: - Ta đã biết đô đốc chẳng dung, thể nào cũng sai giết ta, nên đã dặn trước Tử Long đến đón, tướng quân không cần phải đuổi theo nữa!
徐盛见前船无篷，只顾赶来。 看看至近，赵云拈弓搭箭，立于船尾大叫曰：“吾乃常山赵子龙也！	Từ Thịnh thấy thuyền Khổng Minh không có buồm nên cố sức đuổi theo; khi đuổi gần kịp, thấy Triệu Tử Long giương cung đặt tên, đứng ở lái thuyền, gọi to lên rằng: - Ta là Triệu Tử Long ở Thường Sơn đây!
奉令特来接军师。 你如何来追赶？	Ta phụng mệnh đến đón sư quân, sao ngươi dám đuổi theo?
本待一箭射死你来，显得两家失了和气。	Đáng lẽ ta cho một phát tên kết liễu đời người mới phải, nhưng e mất tình hòa khí giữa hai nhà.
——教你知我手段！”	Song cũng phải cho ngươi biết tay ta mới được!
言讫，箭到处，射断徐盛船上篷索。 那篷堕落下水，其船便横。	Nói đoạn bắn một phát, đứt phăng dây cột buồm ở thuyền Từ Thịnh; cánh buồm rơi xuống sông, thuyền quay ngang ngay ra.
赵云却教自己船上拽起满帆，乘顺风而去。 其船如飞，追之不及。	Triệu Tử Long liền sai giương buồm theo chiều gió mà đi, thuyền bay vùn vụt như tên, đuổi cũng không kịp.
岸上丁奉唤徐盛船近岸，言曰：“诸葛亮神机妙算，人不可及。	Đinh Phụng ở trên bờ, gọi Từ Thịnh ghé thuyền vào, bảo rằng: Gia Cát Lượng mưu thần tài thánh, không ai bì được. Lại có Triệu Vân, sức địch muôn người. Ngươi có biết trận đánh ở Đương Dương, Trường Bản không? Chúng mình chỉ việc quay về báo là hơn cả.
更兼赵云有万夫不当之勇，汝知他当阳长坂时否？ 吾等只索回报便了。” 于是二人回见周瑜，言孔明预先约赵云迎接去了。	Hai tướng bèn về ra mắt Chu Du, thuật lại việc Khổng Minh đã hẹn trước Triệu Vân sang đón.
周瑜大惊曰：“此人如此多谋，使我晓夜不安矣！”	Chu Du giật mình nói: - Người này đa mưu quá, làm cho ta chẳng yên tâm chút nào.
鲁肃曰：“且待破曹之后，却再图之。”	Lỗ Túc nói: - Hãy để phá xong Tào Tháo, rồi ta sẽ liệu.
瑜从其言，唤集诸将听令。	Du đồng ý, đòi các tướng đến nghe lệnh.
先教甘宁：“带了蔡中并降卒沿南岸而走，只打北军旗号，直取乌林地面，正当曹操屯粮之所，深入军中，举火为号。	Trước hết, sai Cam Ninh đem Sái Trung và hàng binh đi men theo bờ phía nam, mang toàn cờ hiệu, đến thẳng rừng Ô Lâm là kho lương của Tào Tháo, kéo sâu vào đến nơi, đốt lửa lên làm hiệu.
只留下蔡和一人在帐下，我有用处。”	Chỉ để một mình Sái Hòa ở lại trong trại, có việc dùng đến.
第二唤太史慈分付：“你可领三千兵，直奔黄州地界，断曹操合淝接应之兵，就逼曹兵，放火为号；只看红旗，便是吴侯接应兵到。”	Thứ nhì, gọi Thái Sử Từ vào dặn: - Ngươi lĩnh ba nghìn quân, đến thẳng địa giới Hoàng Châu, chặn đường quân Tào ở Hợp Phi đến tiếp ứng. Lúc nào giáp chiến quân Tào thì đốt lửa làm hiệu; trông thấy cờ đỏ tức là quân tiếp ứng của Ngô Hầu tới.
这两队兵最远，先发。	Hai đội này đi xa hơn cả, phải đi trước.
第三唤吕蒙领三千兵去乌林接应甘宁，焚烧曹操寨栅，第四唤凌统领三千兵，直截彝陵界首，只看乌林火起，以兵应之。	Thứ ba, gọi đến Lã Mông, lĩnh ba nghìn quân đi ra rừng Ô Lâm để tiếp ứng Cam Ninh, đốt trại Tào Tháo. Thứ tư, sai Lăng Thống lĩnh ba nghìn quân, chặn ngang biên giới Di Lăng, hễ thấy Ô Lâm nổi lửa, thì dẫn quân đến tiếp ứng.
第五唤董袭领三千兵，直取汉阳，从汉川杀奔曹操案中。 看白旗接应。 第六唤潘璋领三千兵，尽打白旗，往汉阳接应董袭。	Thứ năm, gọi Đổng Tập lĩnh ba nghìn quân đến thẳng Hán Dương theo đường Hán Xuyên đánh vào trại Tào Tháo, hễ nhìn thấy cờ trắng, kéo ra Hán Dương tiếp ứng Đổng Tập.
六队船只各自分路去了。	Sáu đội chiến thuyền chia đường cùng tiến.
却令黄盖安排火船，使小卒驰书约曹操，今夜来降。 一面拨战船四只，随于黄盖船后接应。	Lại sai Hoàng Cái chuẩn bị hỏa thuyền, một mặt cho quân mang thư hẹn với Tào Tháo đêm nay đến hàng; một mặt điều bốn đội thuyền đi theo Hoàng Cái để tiếp ứng.
第一队领兵军官韩当，第二队领兵军官周泰，第三队领兵军官蒋钦，第四队领兵军官陈武：四队各引战船三百只，前面各摆列火船二十只。	Đội nhất là Hàng Đương, đội nhì là Chu Thái, đội ba là Tưởng Khâm, đội tư là Trần Võ. Mỗi đội mang ba trăm chiếc thuyền, hai chục chiếc hỏa thuyền đi hàng đầu.
周瑜自与程普在大艨艟上督战，徐盛、丁奉为左右护卫，只留鲁肃共阚泽及众谋士守寨。	Chu Du cùng với Trình Phổ ngồi trên chiếc thuyền to đốc chiến; Từ Thịnh, Đình Phụng làm tả hữu hộ vệ. Còn Lỗ Túc, Hán Trạch và bọn mưu sĩ ở nhà giữ trại.
程普见周瑜调军有法，甚相敬服。	Trình Phổ thấy Chu Du có tài điều khiển quân sĩ rất lấy làm kính phục.
却说孙权差使命持兵符至，说已差陆逊为先锋，直抵蕲、黄地面进兵，吴侯自为后应。	Lại nói, Tôn Quyền sai sứ mang ấn tín đến báo Chu Du là đã cử Lục Tốn làm tiên phong, tiến thẳng ra Kỳ Hoàng, Ngô Hầu tự đem quân làm tiếp ứng.
瑜又差人西山放火炮，南屏山举号旗。	Du lại sai người đốt hỏa pháo ở núi Tây Sơn, và phất cờ hiệu ở núi Nam Bình.
各各准备停当，只等黄昏举动。	Đâu đấy chuẩn bị đầy đủ, chỉ đợi đến chập tối là khởi sự.
话分两头。 且说刘玄德在夏口专候孔明回来，忽见一队船到，乃是公子刘琦自来探听消息。	Nói về Lưu Huyền Đức ở Hạ Khẩu, đương chờ Khổng Minh về, chợt thấy một đội thuyền kéo đến, là thuyền Lưu Kỳ lại thăm dò tình hình.
玄德请上敌楼坐定，说：“东南风起多时，子龙去接孔明，至今不见到，吾心甚忧。”	Huyền Đức mời ngồi trên lầu và nói: - Gió Đông Nam nổi đã lâu, mà Tử Long đi đón Khổng Minh vẫn chưa thấy về, tôi rất lo ngại.
小校遥指樊口港上：“一帆风送扁舟来到，必军师也。”	Quân sĩ chỉ đàng xa về phía Phàn Khẩu nói: - Chiếc thuyền buồm căng gió tiến lại kia, chắc là thuyền quân sư rồi!
玄德与刘琦下楼迎接。	Huyền Đức, Lưu Kỳ vội vàng xuống đón.
须臾船到，孔明、子龙登岸。	Phút chốc thuyền ghé vào bờ.
玄德大喜。	Khổng Minh và Tử Long bước lên.
问候毕，孔明曰：“且无暇告诉别事。 前者所约军马战船，皆已办否？”	Huyền Đức mừng rỡ, hỏi han trò chuyện, Khổng Minh nói: - Các việc khác xin hãy để thư thả; khi trước, tôi có hẹn quân mã và chiến thuyền, đã thu xếp xong chưa?
玄德曰：“收拾久矣，只候军师调用。”	Huyền Đức nói: - Xong đã lâu, chỉ đợi quân sư về cắt đặt.
孔明便与玄德、刘琦升帐坐定，谓赵云曰：“子龙可带三千军马，渡江径取乌林小路，拣树木芦苇密处埋伏。	Khổng Minh cùng với Huyền Đức, Lưu Kỳ lên trướng ngồi, rồi bảo Tử Long: - Tử Long đem ba nghìn quân mã sang sông, đi tắt đến đường hẻm Ô Lâm, tìm chỗ nào cây cối rậm rạp mai phục.
今夜四更已后，曹操必然从那条路奔走。 等他军马过，就半中间放起火来。	Cuối canh tư đêm nay, Tào Tháo thế nào cũng chạy qua đường ấy, đợi quân Tào đi được nửa chừng thì đốt lửa lên, đổ ra mà đánh.
虽然不杀他尽绝，也杀一半。”	Tuy không giết được cả, nhưng chắc giết được một nửa.
云曰：“乌林有两条路：一条通南郡，一条取荆州。 不知向那条路来？”	Vân nói: - Ô Lâm có hai đường, một đường sang Nam Quận, một đường về Kinh Châu, biết đón ở đường nào?
孔明曰：“南郡势迫，曹操不敢往；必来荆州，然后大军投许昌而去。”	Khổng Minh nói: - Nam Quận địa thế hiểm lắm, Tào Tháo không dám qua, tất phải sang Kinh Châu, để kéo về Hứa Đô.
云领计去了。	Triệu Vân lĩnh kế đi trước.
又唤张飞曰：“翼德可领三千兵渡江，截断彝陵这条路，去葫芦谷口埋伏。 曹操不敢走南彝陵，必望北彝陵去。	Khổng Minh lại gọi Trương Phi đến, bảo rằng: - Dực Đức lĩnh ba nghìn quân mã sang sông, mai phục trong hang Hồ Lô, Tào Tháo không dám qua nam Di Lăng, tất chạy qua Bắc Di Lăng.
来日雨过，必然来埋锅造饭。 只看烟起，便就山边放起火来。	Ngày mai, lúc tạnh mưa, quân Tào đến đó thổi cơm; hễ thấy có khói thì đốt lửa ở sườn núi rồi đổ ra mà đánh.
虽然不捉得曹操，翼德这场功料也不小。”	Tuy không bắt được Tào Tháo, nhưng công của Dực Đức cũng không phải là nhỏ.
飞领计去了。	Phi lĩnh kế đi ngay.
又唤糜竺、糜芳、刘封三人各驾船只，绕江剿擒败军，夺取器械。	Lại dặn My Chúc, My Phương, Lưu Phong phải mang thuyền đi quanh sông vây bắt bại quân, tước lấy khí giới.
三人领计去了。	Ba người lĩnh kế tiến quân.
孔明起身，谓公子刘琦曰：“武昌一望之地。 最为紧要。 公子便请回，率领所部之兵，陈于岸口。	Khổng Minh đứng dậy bảo Lưu Kỳ rằng: - Một dải Võ Sương vô cùng hiểm yếu, xin công tử dẫn quân về ngay, bố trí ở các cửa bến.
操一败必有逃来者，就而擒之，却不可轻离城郭。”	Quân Tào thua chạy đến đó, xông ra mà bắt, nhưng chớ nên đi thành lũy của mình.
刘琦便辞玄德、孔明去了。	Lưu Kỳ từ biệt Huyền Đức và Khổng Minh đem quân đi.
孔明谓玄德曰：“主公可于樊口屯兵，凭高而望，坐看今夜周郎成大功也。”	Khổng Minh bảo Huyền Đức rằng: - Chúa công nên đóng quân ở cửa Phàn Khẩu, lên núi cao mà xem Chu Du đêm nay thành công lớn.
时云长在侧，孔明全然不睬。	Bấy giờ, Vân Trường đứng cạnh, Khổng Minh không đả động gì đến.
云长忍耐不住，乃高声曰：“关某自随兄长征战，许多年来，未尝落后。	Vân Trường không sao nhịn được, nói to lên rằng: - Tôi từ khi theo anh tôi đi đánh dẹp đến nay kể cũng đã lâu, chưa khi nào tôi phải lùi lại sau.
今日逢大敌，军师却不委用，此是何意？”	Nay gặp trận đánh to thế này, không thấy quân sư hỏi han gì đến là ý làm sao?
孔明笑曰：“云长勿怪！ 某本欲烦足下把一个最紧要的隘口，怎奈有些违碍，不敢教去。”	Khổng Minh cười, nói: - Vân Trường đừng trách, tôi muốn nhờ tướng quân giữ cho một chỗ hiểm yếu, nhưng còn hơi ngại một chút, chưa dám phiền đến.
云长曰：“有何违碍？ 愿即见谕。”	Vân Trường nói: - Nghi ngại điều gì, xin cho tôi biết?
孔明曰：“昔日曹操待足下甚厚，足下当有以报之。	Khổng Minh nói: - Khi xưa, Tào Tháo đãi tướng quân hậu lắm, thế nào tướng quân chẳng nhớ ơn.
今日操兵败，必走华容道；若令足下去时，必然放他过去。 因此不敢教去。”	Nay Tào Tháo thua trận, tất chạy qua đường Hoa Dung. Nếu sai Túc Hạ đi, tất nhiên Túc Hạ tha cho hắn thoát, bởi thế, chưa dám phiền tới.
云长曰：“军师好心多！	Vân Trường nói: - Quân sư nghĩ thế, thật là có bụng tốt.
当日曹操果是重待某，某已斩颜良，诛文丑，解白马之围，报过他了。	Khi xưa Tào Tháo có trọng đãi tôi. Nhưng tôi đã chém Nhan Lương, Văn Sú, giải vây thành Bạch Mã để báo ơn rồi.
今日撞见，岂肯放过！”	Nay nếu có gặp y, tôi đâu dám dễ dàng tha y được.
孔明曰：“倘若放了时，却如何？”	Khổng minh nói: - Nếu tướng quân tha thì làm sao?
云长曰：“愿依军法！”	Vân Trường nói: - Xin theo quân luật.
孔明曰：“如此，立下文书。”	Khổng Minh nói: - Nếu thế, phải làm giấy cam đoan.
云长便与了军令状。” 云长曰：“若曹操不从那条路上来，如何？” 孔明曰：“我亦与你军令状。	Vân Trường xin ký giấy cam đoan, rồi hỏi lại rằng: - Tào Tháo không chạy qua đường ấy, thì quân sư dạy thế nào?
