第一回宴桃园豪杰三结义斩黄巾英雄首立功	HỒI 1 Tiệc vườn đào, anh hùng kết nghĩa; Chém Khăn Vàng, hào kiệt lập công.
次日，李儒入见曰：“今日良辰，可将貂蝉送与吕布。”	Hôm sau Lý Nho vào ra mắt, nói rằng: - Hôm nay tốt ngày thái sư nên đem Điêu Thuyền gả cho Lã Bố.
卓曰：“布与我有父子之分，不便赐与。	Trác nói: - Chuyện ấy ta đã nghĩ rồi. Lã Bố với ta là quan hệ cha con, làm thế không tiện.
我只不究其罪。 汝传我意，以好言慰之可也。”	Ta tha tội cho Bố, ngươi nên truyền đạt cho Bố biết ý ta và tìm lời an ủi Bố thế là được rồi!
儒曰：“太师不可为妇人所惑。”	Nho nói: - Thái sư đừng dễ mê hoặc vì một người đàn bà.
卓变色曰：“汝之妻肯与吕布否？	Trác giận đổi sắc mặt mắng rằng: - Thế thì vợ mày mày có đem cho nó không?
貂蝉之事，再勿多言；言则必斩！”	Việc Điêu Thuyền cấm không được động đến nữa, còn nói tao sẽ chém đầu.
李儒出，仰天叹曰：“吾等皆死于妇人之手矣！”	Lý Nho trở ra, ngẩng mặt lên trời than rằng: - Lũ chúng ta chết cả về tay người đàn bà!
后人读书至此。 有诗叹之曰：“司徒妙算托红裙。 不用干戈不用兵。 三战虎牢徒费力，凯歌却奏凤仪亭。”	Đời sau có thơ rằng: Tư đồ khéo mượn khách má đào, Chẳng dùng gươm giáo, chẳng dùng dao, Hổ Lao ba trận hoài bao sức, Phượng Nghi chiến thắng ấy lạ sao!
董卓即日下令还郿坞，百官俱拜送。	Ngay hôm ấy Đổng Trác hạ lệnh về My Ổ, trăm quan đều tống tiễn.
貂蝉在车上，遥见吕布于稠人之内，眼望车中。	Điêu Thuyền ngồi trên xe, xa trông thấy Lã Bố đứng ở trong đám đông người, mắt nhìn vào trong xe.
貂蝉虚掩其面，如痛哭之状。	Thuyền giả cách che mặt làm ra dáng đau khóc bi thảm.
车已去运，布缓辔于土冈之上，眼望车尘，叹惜痛恨。	Xe đã đi xa. Lã Bố còn cầm cương ngựa đứng trên gò đất, nhìn đám bụi mù mịt than tiếc bực dọc.
忽闻背后一人问曰：“温侯何不从太师去，乃在此遥望而发叹？”	Chợt nghe sau lưng có người hỏi rằng: Ôn Hầu sao không theo thái sư đi, lại đứng đấy nhìn xe mà than thở?
布视之，乃司徒王允也。	Bố quay đầu lại xem ai, thì ra là tư đồ Vương Doãn.
相见毕，允曰：“老夫日来因染微恙，闭门不出，故久未得与将军一见。	Chào hỏi xong, Doãn nói: - Tôi mấy bữa nay, hơi khó ở, không đi đâu, cho nên chưa có dịp gặp tướng quân.
今日太师驾归郿坞，只得扶病出送，却喜得晤将军。	Bữa nay thái sư về My Ổ, nên tôi phải gượng ra tiễn, may sao lại gặp tướng quân.
请问将军，为何在此长叹？”	Xin hỏi tướng quân làm sao đứng đây thở than?
布曰：“正为公女耳。”	Bố nói: - Chỉ vì con gái ông đấy!
允佯惊曰：“许多时尚未与将军耶？”	Doãn giả cách thất kinh hỏi rằng: - Từ hôm ấy đến nay con tôi vẫn chưa về với tướng quân à?
布曰：“老贼自宠幸久矣！”	Bố nói: - Thằng giặc già ấy lấy làm thiếp của nó đã lâu rồi?
允佯大惊曰：“不信有此事！”	Doãn lại giả thất kinh: - Không ngờ lại như thế!
布将前事一一告允。	Bố bèn đem chuyện kể lại đầu đuôi cho Vương Doãn nghe.
允仰面跌足，半晌不语；良久，乃言曰：“不意太师作此禽兽之行！” 因挽布手曰：“且到寒舍商议。”	Vương Doãn ngửa mặt lên trời, chân giẫm xuống đất, thừ người ra không nói gì. Mãi hồi lâu, Doãn mới nói rằng: - Không ngờ thái sư lại làm cái việc cầm thú ấy... Rồi kéo tay Lã Bố, nói rằng: - Xin tướng quân hãy đến nhà tôi nói chuyện.
布随允归。	Bố theo Doãn về.
允延入密室，置酒款待。	Doãn mời Bố vào nhà trong kín đáo, sai làm rượu khoản đãi.
布又将凤仪亭相遇之事，细述一遍。	Bố lại đem việc gặp Điêu Thuyền ở đình PHượng Nghi kể hết đầu đuôi cho Doãn nghe.
允曰：“太师淫吾之女，夺将军之妻，诚为天下耻笑。 非笑太师，笑允与将军耳！	Doãn nói: - Thái sư làm nhục con gái tôi, cướp vợ tướng quân. Thiên hạ người ta sẽ chê cười cho, nhưng người ta không chê cười thái sư đâu mà người ta chỉ chê cười tướng quân và tôi thôi.
然允老迈无能之辈，不足为道；可惜将军盖世英雄，亦受此污辱也！”	Tôi già yếu chẳng kể làm gì, chỉ tiếc thay tướng quân là bậc anh hùng tiếng tăm lừng lẫy một đời, mà phải chịu cái nhục này.
布怒气冲天，拍案大叫。	Bố nghe nói, cơn giận bốc lên bừng bừng, nắm tay đấm xuống bàn, kêu một tiếng thật to.
允急曰：“老夫失语，将军息怒。”	Doãn vội vàng nói rằng: - Lão trót lỡ lời... xin tướng quân nguôi giận!
布曰：“誓当杀此老贼，以雪吾耻！”	Bố nói: - Ta thề sẽ giết chết thằng giặc già ấy để rửa nhục.
允急掩其口曰：“将军勿言，恐累及老夫。”	Doãn vội vàng lấy tay bưng miệng Bố can rằng: - Tướng quân chớ nói, nhỡ ra có liên lụy đến lão.
布曰：“大丈夫生居天地间，岂能郁郁久居人下！”	Bố nói: - Đại trượng phu sinh ra trong trời đất, lẽ đâu lại cứ ngậm ngùi chịu làm tôi tớ người khác mãi ru!
允曰：“以将军之才，诚非董太师所可限制。”	Doãn nói thêm một câu rằng: - Tài như tướng quân thì thái sư làm sao có thể kìm hãm được.
布曰：“吾欲杀此老贼，奈是父子之情，恐惹后人议论。”	Bố lại nói: - Tôi muốn giết thằng giặc già ấy, nhưng ngại rằng còn vướng tình cha con, sợ người sau chê cười chăng?
允微笑曰：“将军自姓吕，太师自姓董。	Doãn tủm tỉm cười nói rằng: - Tướng quân họ Lã, mà thái sư thì họ Đổng.
掷戟之时，岂有父子情耶？”	Thử hỏi lúc thái sư cầm kích lao tướng quân ở đình Phượng Nghi, liệu còn có tình cha con không?
布奋然曰：“非司徒言，布几自误！”	Bố hăng hái đứng lên nói rằng: - Nếu tư đồ không dạy tôi câu ấy, suýt nữa tôi lầm.
允见其意已决，便说之曰：“将军若扶汉室，乃忠臣也，青史传名，流芳百世；将军若助董卓，乃反臣也，载之史笔，遗臭万年。”	Doãn thấy Lã Bố đã quyết tâm giết Trác bèn bảo Lã Bố rằng: - Giúp nhà Hán, tướng quân mới thực là trung thần để tiếng trong sử xanh mãi mãi. Nếu tướng quân giúp Đổng Trác thì là phản thần, sẽ để tiếng xấu muôn đời.
布避席下拜曰：“布意已决，司徒勿疑。”	Bố đứng dậy lạy Vương Doãn và nói rằng: - Ý tôi đã quyết rồi. Tư Đồ không nên nghĩ nữa.
允曰：“但恐事或不成，反招大祸。”	Doãn nói: - Tôi sợ việc không xong thì vạ to.
布拔带刀，刺臂出血为誓。	Bố liền rút con dao đeo ở mình, đâm một nhát vào cánh tay, chảy máu ra để thề.
允跪谢曰：“汉祀不斩，皆出将军之赐也。 切勿泄漏！	Doãn quỳ xuống lạy tạ, nói rằng: - Hương hỏa nhà Hán, nay không đến nỗi mất, đều là ơn tướng quân giữ kín, đừng để tiết lộ ra.
临期有计，自当相报。”	Khi nào việc đến nơi tôi sẽ có mưu kế. Lúc đó tôi sẽ xin báo cho tướng quân biết.
布慨诺而去。	Bố khẳng khái nhận lời rồi trở ra.
允即请仆射士孙瑞、司隶校尉黄琬商议。	Doãn lập tức mời quan bộc sa là Sĩ Tôn Thụy, quan tư lệ hiệu úy là Hoàng Uyển đến để bàn việc ấy.
瑞曰：“方今主上有疾新愈，可遣一能言之人，往郿坞请卓议事；一面以天子密诏付吕布，使伏甲兵于朝门之内，引卓入诛之：此上策也。”	Thụy nói: - Nay vua mệt mới khỏi, nên sai một người nói khéo đến My Ổ mời Trác vào đây để bàn việc nước. Một mặt lấy mật chiếu của thiên tử trao cho Lã Bố sai phục quân trong cửa triều, đợi Trác vào đến nơi sẽ giết đi. Chước ấy là hơn cả.
琬曰：“何人敢去？”	Uyển nói: - Nhưng có ai dám đi mời không?
瑞曰：“吕布同郡骑都尉李肃，以董卓不迁其官，甚是怀怨。 若令此人去，卓必不疑。”	Thụy nói: - Có quan kỵ đô úy Lý Túc là người cùng quận với Lã Bố. Vì Trác không thăng chức cho, vẫn mang bụng oán tức, ta sai người ấy đi chắc Trác không nghi ngờ.
允曰：“善。” 请吕布共议。	Doãn cho là phải, bèn mời Lã Bố đến bàn bạc.
布曰：“昔日劝吾杀丁建阳，亦此人也。	Bố nói: - Ngày xưa xui ta giết Đinh Nguyên cũng là người ấy.
今若不去，吾先斩之。”	Nay hễ sai mà không đi, ta sẽ chém ngay trước.
使人密请肃至。	Các quan mật sai mời Lý Túc đến.
布曰：“昔日公说布使杀丁建阳而投董卓；今卓上欺天子，下虐生灵，罪恶贯盈，人神共愤。	Bố bảo Túc: - Xưa ông xui tôi giết Đinh Kiến Dương để về với Đổng Trác. Nay Đổng Trác trên dối thiên tử, dưới hại sinh linh, tội ác đã nhiều, cả người và thần đều giận.
公可传天子诏往郿坞，宣卓入朝，伏兵诛之，力扶汉室，共作忠臣。 尊意若何？”	Vậy ông hãy mang chiếu thiên tử, triệu Trác vào chầu, rồi ta phục binh giết nó đi, cố giúp nhà Hán, cùng làm trung thần nghĩa sĩ, ông tính thế nào?
肃曰：“我亦欲除此贼久矣，恨无同心者耳。	Túc nói: - Tôi cũng muốn trừ thằng giặc ấy đã lâu, hiềm vì chưa gặp ai cùng lòng.
今将军若此，是天赐也，肃岂敢有二心！”	Nay tướng quân có bụng ấy, là trời giúp tôi đó. Tôi sao dám hai lòng?
遂折箭为誓。	Nói đoạn Túc bẻ một cái tên ra thề.
允曰：“公若能干此事，何患不得显官。”	Doãn nói: - Ông làm nổi việc này, lo gì chẳng được quyền cao chức trọng.
次日，李肃引十数骑，前到郿坞。 人报天子有诏，卓教唤入。 李肃入拜。 卓曰：“天子有何诏？”	Hôm sau Túc dẫn vài mươi tên kỵ mã đến My Ổ, sai người báo tin cho Trác biết rằng có chiếu thiên tử đến. Trác cho mời vào, Lý Túc vào lạy, Trác nói: - Thiên tử có chiếu gì?
肃曰：“天子病体新痊，欲会文武于未央殿，议将禅位于太师，故有此诏。”	Túc thưa: - Thiên tử vừa mệt mỏi, muốn hội văn vũ ở cung Vị Ương để bàn nhường ngôi cho thái sư, nên sai tôi cầm chiếu này đến đây.
卓曰：“王允之意若何？”	Trác hỏi: - Ý Vương Doãn thế nào?
肃曰：“王司徒已命人筑受禅台，只等主公到来。”	Túc thưa: - Vương tư đồ đã sai người đắp đền thụ thiện, chỉ mong đợi thái sư về.
卓大喜曰：“吾夜梦一龙罩身，今日果得此喜信。	Trác mừng rỡ nói rằng: - Thảo nào đêm ta nằm mộng thấy một con rồng quấn vào mình. Hôm nay quả nhiên có tin mừng.
时哉不可失！”	Dịp này không nên để lỡ.
便命心腹将李傕、郭汜、张济、樊稠四人领飞熊军三千守郿坞，自己即日排驾回京；顾谓李肃曰：“吾为帝，汝当为执金吾。”	Bèn sai bốn tướng tâm phúc là Lý Thôi, Quách Dĩ, Trương Tế, Phàn Trù lĩnh ba nghìn quân phi hùng giữ My Ổ rồi ngay hôm ấy sắp xe kiệu vào kinh. Trác ngoảnh lại bảo Lý Túc: - Hễ ta làm vua thì cho ngươi làm chức Chấp kim ngõ.
肃拜谢称臣。	Túc lạy tạ, xưng thần.
卓入辞其母。	Trác vào từ giã mẹ.
母时年九十余矣，问曰：“吾儿何往？”	Mẹ Trác bấy giờ đã hơn chín mươi tuổi, hỏi Trác: - Con đi đâu?
卓曰：“儿将往受汉禅，母亲早晚为太后也！”	Trác nói: - Con sắp đi nối ngôi vua nhà Hán. Nay mai mẹ sắp lên làm Hoàng Thái Hậu đấy.
母曰：“吾近日肉颤心惊，恐非吉兆。”	Mẹ nói: - Ta mấy hôm nay cứ nóng ruột giật mình, sợ không phải điềm hay!
卓曰：“将为国母，岂不预有惊报！”	Trác nói: - Mẹ sắp làm quốc mẫu, chẳng trách giật mình!
遂辞母而行。	Nói rồi từ giã mẹ.
临行，谓貂蝉曰：“吾为天子，当立汝为贵妃。”	Đến lúc đi, bảo Điêu Thuyền rằng: - Ta làm thiên tử, sẽ lập nàng làm quý phi.
貂蝉已明知就里，假作欢喜拜谢。	Điêu Thuyền đã biết rõ mọi chuyện, giả cách hớn hở mừng rỡ, lạy tạ.
卓出坞上车，前遮后拥，望长安来。	Trác lên xe về Trường An, quân sĩ đi tiễn tiền hô hậu ủng.
行不到三十里，所乘之车，忽折一轮，卓下车乘马。 又行不到十里，那马咆哮嘶喊，掣断辔头。	Đi chưa được ba mươi dặm, tự nhiên xe gẫy một bánh. Trác xuống xe cưỡi ngựa, đi chưa được mười dặm, ngựa tự dưng lồng lên gầm thét dữ tợn, lôi đứt dây cương.
卓问肃曰：“车折轮，马断辔，其兆若何？”	Trác hỏi Lý Túc: - Xe gẫy bánh, ngựa đứt dây cương, là điềm thế nào?
肃曰：“乃太师应绍汉禅，弃旧换新，将乘玉辇金鞍之兆也。”	Túc nói: - Thế là cái điềm thái sư nối ngôi nhà Hán, thay cũ đổi mới. Từ nay thái sư sẽ ngồi kiệu ngọc yên vàng.
卓喜而信其言。	Trác nghe lấy làm lọt tai.
次日，正行间，忽然狂风骤起，昏雾蔽天。 卓问肃曰：“此何祥也？”	Hôm sau đương đi bỗng có cơn gió dữ nổi lên ầm ầm, mây kéo nghịt trời, Trác lại hỏi Túc: - Thế là điềm gì?
肃曰：“主公登龙位，必有红光紫雾，以壮天威耳。”	Túc nói: - Chúa công sắp lên ngôi rồng, cho nên mới có những ráng hồng mây tía, để thêm oai trời.
卓又喜而不疑。	Trác lại mừng không lo gì nữa.
既至城外，百官俱出迎接。 只有李儒抱病在家，不能出迎。	Khi Đổng Trác đến Trường An, trăm quan đều ra đón rước duy có Lý Nho cáo bệnh ở nhà không ra đón.
卓进至相府，吕布入贺。	Trác đến tướng phủ. Lã Bố vào mừng.
卓曰：“吾登九五，汝当总督天下兵马。”	Trác nói: - Hễ ta làm vua. Phụng Tiên sẽ thống lĩnh cả binh mã trong thiên hạ.
