趙紀.	Kỷ nhà triệu.
元留子奇於江陵,立安南行省,以平章事劉二拨都等總兵屯靚江候征進.	Nhà nguyên giữ tử kỳ ở giang lăng, lập an nam hành tỉnh, lấy bọn bình chương lưu nhị bạt đô cầm quân đóng ở tĩnh giang, đợi lệnh tiến đánh.
明年正月元世祖崩.	Tháng giêng năm năm sau, nguyên thế tổ băng.
成宗立詔󰰾兵,放子奇還國.	Thành tông lên ngôi, xuống chiếu bãi binh, thả tử kỳ về nước.
封弟國瑱為惠武大王.	Phong em là quốc chẩn làm huệ vũ đại vương.
在位二十一年,遜位六年,壽四十五歳,崩于天長府,重光宫,塟泰陵.	Tên là thuyên, con trưởng nhân tông, mẹ là khâm từ bảo thánh hoàng thái hậu, ở ngôi hai mươi mốt năm, nhường ngôi sáu năm, thọ bốn mươi lăm tuổi, băng ở cung trùng quang, phủ thiên trường, táng ở thái lăng.
帝善繼善承,所以時臻康泰治底体明文物制度漸盛,亦陳朝之盛主也.	Vua khéo biết kế thừa, cho nên thời cuộc đi tới thái bình, chính trị trở nên tốt đẹp, văn vật chế độ ngày càng thịnh vượng, cũng là bậc vua tốt của triều trần.
然聚沙門於安子之山,勞民力於英雲之閣,非醇中之小疪乎?	Song tụ họp nhà sư trên núi yên tử, làm nhọc sức dân dựng gác ánh vân, thì chẳng phải là tỳ vết nhỏ trong đức lớn đó sao?
]甲午興隆二年,[元至元三十一年,]春二月,七日,頒國諱,帝諱烇,仁宗昑,聖宗晃,太宗煚,太祖承,元祖李,内諱聖慈皇后蜂,順慈皇后妙,顯慈皇后罃,元聖皇后.	Mùa xuân tháng hai, ngày mồng bảy ban bố các chữ quốc huý: chữ huý của vua là thuyên, của nhân tông là khâm, của thánh tông là hoảng; của thái tông là cảnh, của thái tổ là thừa, của nguyên tổ là lý; các chữ nội huý: thánh từ hoàng hậu là phong, thuận từ hoàng hậu là diệu, hiển từ hoàng hậu là oanh, nguyên thánh hoàng hậu là
歆.	Hâm.
三月,以入内判首上位昭𢙇侯現為都押衙掌聖慈宫内外諸色,文肃王子文壁為上位威肃侯.	Tháng ba, lấy nhập nội phán thủ thượng vị chiêu hoài hầu hiện làm đô áp nha, coi giữ các sắc mục trong ngoài cung thánh từ, lấy con văn túc vương là văn bích làm thượng vị uy túc hầu.
秋七月,三日上将太師昭明大王光啓卒,年五十四.	Mùa thu, tháng bảy, ngày mồng ba, thượng tướng thái sư chiêu minh đại vương quang khải mất, thọ năm mươi bốn tuổi.
太宗以上皇服及傳國寶劎置於其側,謂之曰:如復蘇,以此物賜之.	Quang khải lúc mới sinh, phát chứng kinh suýt chết, thái tông lấy áo của thượng hoàng và thanh gươm báu truyền quốc để bên cạnh rồi bảo ông: " nếu sống lại, sẽ ban cho những thứ này ".
及蘇,太宗曰:傳國寶劎非可妄授,惟賜上皇服.	Đến khi sống lại, thái tông nói: " gươm báu truyền quốc, không thể trao bừa, chỉ ban cho áo của thượng hoàng thôi ".
光啓有學識,通諸藩語.	Quang khải có học thức, hiểu tiếng nói của các phiên.
𥘉聖宗親征,光啓扈從,揆席虛位,適北使至.	Trước kia, thánh tông thân đi đánh giặc, quang khải theo hầu, ghế tể tướng bỏ không, vừa lúc có sứ phương bắc đến.
太宗召興道王國峻謂曰:上相扈從,朕欲以卿為司徒以應北使.	Thái tông gọi hưng đạo vương quốc tuấn tới bảo: " thượng tướng đi theo hầu vắng, trẫm định lấy khanh làm tư đồ để tiếp sứ phương bắc ".
國峻對曰:應接.	Quốc tuấn trả lời: " việc tiếp
如拜司徒,則臣不感奉詔.	Sứ giả, thần không dám từ chối, còn như phong thần làm tư đồ thì thần không dám vâng chiếu.
况官家遠征,光啓扈從,而陛下自行封拜,上下情義恐有未安,不愜官家及光啓之意.	Huống chi quan gia đi đánh giặc xa, quang khải theo hầu mà bệ hạ lại tự ý phong chức, thì tình nghĩa trên dưới, e có chỗ chưa ổn, sẽ không làm vui lòng quan gia và quang khải.
俟駕回拜命未晚.	Đợi khi xa giá trở về, sẽ xin vâng mệnh cũng chưa muộn ".
及聖宗回,事遂寝,盖二人素不相協也.	Đến khi thánh tông trở về, việc ấy lại bỏ đấy, vì hai người vốn không ưa nhau.
一日,國峻自萬刧來,光啓下船博戲竟日乃回.	Một hôm, quốc tuấn từ vạn kiếp tới, quang khải xuống thuyền chơi suốt ngày mới trở về.
又光啓性憚洗浴,國峻好薰浴,嘗戲光啓身体汚垢,請浴之.	Lại quang khải vốn sợ tắm gội, quốc tuấn thì thích tắm thơm, từng đùa bảo quang khải: " mình mẩy cáo bẩn, xin tắm giùm ", rồi cởi áo quang khải ra, dùng nước thơm tắm cho ông và nói: " hôm nay được tắm cho thượng tướng ".
光啓亦曰:今日得國公洗澡.	Quang khải cũng nói: " hôm nay được quốc công tắm rửa cho ".
自此交歡情好.	Từ đó, tình nghĩa qua lại giữa hai người càng thêm mặn mà.
愈篤身為相将夾輔王室二公為稱首.	Bản thân làm tướng văn, tướng võ, giúp rập nhà vua, hai ông đứng hàng đầu.
光啓嗜學䏻詩,有樂道.	Quang khải ham học hay thơ, có lạc đạo
集行于世.	Tập lưu hành ở đời.
子文肃王道載亦以文學名于時,上皇厚愛異諸從弟.	Con ông là văn túc vương đạo tái cũng nổi tiếng về văn học thời đó, được thượng hoàng ưu ái hơn các em thúc bá khác.
上皇御小舟,宣慈太后在船尾,召文肃王登船首,止許一夫丁掉而已.	Bấy giờ, thượng hoàng đến vũ lâm vào chơi hang đá, cửa núi đá hẹp, thượng hoàng ngự chiếc thuyền nhỏ, tuyên từ thái hậu ngồi đằng đuôi thuyền, gọi văn túc vương lên mũi thuyền, chỉ để một người chèo thuyền thôi.
及出家時,法御将出廷道載入聖慈宫,養德殿,賜坐食海味,賦詩曰:紅濕剥龜脚,黄香炙馬鞍,山僧持淨戒,同坐不同飧.	Đến khi thượng hoàng xuất gia, sắp ra đi, mời đạo tái vào điện dưỡng đức cung thánh từ cho ngồi ăn các món hải vị, làm thơ rằng: hồng thấp bác quy cước, hoàng hương chích mã an, sơn tăng trì tịnh giới, đồng toạ bất đồng xan.
其親信寵異如此,欲大用之,而天不假以年.	Tin yêu, quý mến đạo tái đến như vậy, định dùng ông vào chức to, nhưng trời không cho sống lâu.
孫威肃公文壁明宗時太保,曾孫章肃國上侯元旦藝宗時司徒,亦有顯名.	Cháu là uy túc công văn bích làm thái bảo thời minh tông, chắt là chương túc quốc thượng hầu nguyên đán là từ đồ đời nghệ tông cũng có danh tiếng.
德澤深厚與王室相為始終焉.	Đức
八月,上皇親征哀牢,生擒人畜不可勝數.	Tháng tám, thượng hoàng đích thân đi đánh ai lao, bắt được người và súc vật nhiều không kể xiết.
是役,也中誠王[缺名,]為前鋒哀牢圍之,范五老引軍奄至,遂解圍,因縱兵迎戰.	Trong chiến dịch này, trung thành vương (không rõ tên) làm tiên phong, bị quân ai lao bao vây, phạm ngũ lão dẫn quân ập tới, giải vây, rồi tung quân nghênh chiến, đánh bại quân ai lao.
賜五老金符.	Ban kim phù cho ngũ lão.
九月以誕日為崇天節.	Tháng chín, lấy ngày sinh làm tiết sùng thiên.
少保丁拱垣卒.	Thiếu bảo đinh củng viên mất, vua tôn trọng không gọi tên ông.
乙未三年,[元成宗鐵木耳元貞元年,]春二月,朔,元使箫泰登來.	Ất mùi, năm thứ ba, (nguyên thành tông mộc nhĩ nguyên trinh năm thứ nhất).
帝遣内貟外郎陳克用,范討偕行,收得大藏經部回,留天長府,副本刊行.	Vua sai nội viên ngoại lang trần khắc dụng, phạm thảo cùng đi theo, nhận được bộ kinh đại tạng đem về để ở phủ thiên trường, in bản phó để lưu hành.
夏六月,上皇回京師,出家居武林行宫而復回也.	Vì đã xuất gia ở hành cung vũ lâm rồi lại trở về.
時,宣慈太后自欽慈崩後,主中饋性峭𦂳教誨頗嚴,而帝承順惟謹.	Bấy giờ, tuyên từ thái hậu từ khi khâm từ băng, phải quản việc trong cung, tính người khó khăn nóng nảy, dạy bảo rất nghiêm, mà vua vâng theo rất kính cẩn.
上皇.	Mùa hạ, tháng sáu, thượng hoàng trở về kinh sư.
曰:父沗稱孝皇,宜以此稱官家.	Nói: " cha tự thẹn xưng là hiếu hoàng, nên dùng danh hiệu ấy để gọi quan gia thì phải ".
十三日,京城右伴西街坊婦人黎氏些聞夫范謀使元病卒,哀思不食三日,亦卒.	Ngày mười ba, người đàn bà ở phường tây nhai phía hữu kinh thành là lê thị ta nghe tin chồng là phạm mưu đi sứ nước nguyên ốm mất, thương nhớ không ăn ba ngày rồi cũng mất.
事聞慰之以銀金.	Việc ấy tâu lên, cho bạc lụa để viếng.
史臣吳士連曰:韶陽公主聞太宗崩長號而逝,黎氏聞夫死不食而卒,媚醯夫人義不二事投水卒,吳免妻阮氏不負夫道亦投水從夫.	Sử thần ngô sĩ liên nói: công chúa thiều dương nghe tin thái tông băng, kêu gào mãi rồi chết; lê thị nghe tin chồng chết, không ăn mà chết; mỵ ê phu nhân tiết nghĩa không thờ hai chồng, nhảy xuống sông mà chết; vợ ngô miễn là nguyễn thị không phụ nghĩa chồng, cũng nhảy xuống sông chết theo chồng.
此數人者純孝貞,一之行世不常有宜乎!	Mấy người này đức hạnh thuần hiếu, trinh tiết, trên đời thực không có nhiều.
時,君褒之,以勸後世而韶陽,阮氏未見旌表,故併論之.	Nhưng thiều dương và nguyễn thị chưa được nêu khen, cho nên bàn chung cả ở đây.
贈丁拱垣為少傅.	Truy tặng đinh củng viên làm thiếu phó.
秋八月,試文官冕衫以下.	Mùa thu, tháng tám, thi con trai các quan văn từ miện sam trở xuống
男於安華衙,𠑽補本衙属.	Ở nha an hoa, sung bổ làm thuộc viên nha ấy.
丙申四年,[元元貞二年,]春三月,上品阮興賭博,杖殺之.	Mùa xuân, tháng ba, thượng phẩm nguyễn hưng đánh bạc, đánh chết.
潘孚先曰:陳家法度嚴禁賭博如此,至裕宗時,猶公然自恣招納富人入宫,為之其後國人效尤,無可禁制卒用賭弊,終以䘮亡.	Phan phu tiên nói: luật pháp nhà trần nghiêm cấm đánh bạc đến như vậy, thế mà đến đời dụ tông lại công nhiên làm bậy, gọi là những người giàu vào cung đánh bạc, rồi sau người trong nước bắt chước cái dở ấy, không thể ngăn cấm được nữa.
仁惠王󰆑餘自排盎入朝.	Nhân huệ vương khánh dư từ bài áng vào chầu.
鎮人吿󰆑餘貪鄙.	Người trong trấn kiện khánh dư tham lam thô bỉ.
行遣以事狀聞,󰆑餘因奏曰:将者鷹也,軍民鴨也.	Hành khiển đem sự trạng tâu lên.
以鴨飼鷹,又何恠焉!	Khánh dư nhân đó tâu vua: " tướng là chim ưng, dân lính là vịt, dùng vịt để nuôi chim ưng thì có gì là lạ?
󰆑餘乃還.	Vua không hài lòng, khánh dư bèn trở về.
󰆑餘入朝不過四日而回,盖恐九留遭帝譴責也.	Khánh dư vào chầu không quá bốn ngày đã trở về, vì sợ ở lâu bị vua khiển trách.
秋七月,帝.	Mùa thu, tháng bảy, vua
幸東步頭觀竟舟.	Ngự đến đông bộ đầu xem đua thuyền.
大熟.	Được mùa to.
丁酉五年,[元大德元年,]春二月,閲定天下各社民兵使世為兵不得入仕依舊制.	Mùa xuân, tháng hai, duyệt định dân binh các xã trong cả nước, bắt đời đời làm lính, không được làm quan theo quy chế cũ.
改甲為鄕.	Đổi giáp thành hương.
命昭文王日燏伐阿禄,󰀋興讓王國顙伐岑子󰀋.	Sai chiêu văn vương nhật duật đi đánh sách a lộc.
哀牢侵撞龍江.	Ai lao xâm phạm sông chàng long.
范五老擊破之,復其故地.	Phạm ngũ lão đánh bại chúng, lấy lại được đất cũ.
賜范五老雲符.	Ban vân phù cho phạm ngũ lão.
夏四月,以陳時見為檢法官任京師大安撫.	Mùa hạ, tháng bốn, lấy trần thì kiến làm kiểm pháp quan, nhậm chức đại an phủ kinh sư.
時見為人剛直,初為興道王大門客.	Thì kiến tính người cương trực, trước kia làm môn khách của hưng đạo vương, vương tiến cử ông, được cất nhắc làm an phủ sứ thiên trường.
鄕人有忌日遣盤食時見問所由其人以近居治所對無他干請後數日果以事請時見.	Mấy ngày sau, quả nhiên có việc kêu xin.
至是,又擢為檢法官.	Đến đây lại được thăng làm kiểm pháp quan.
每訟至則折之以理事來則應之以方.	Mỗi khi có kiện tụng, thì dùng lý lẽ mà bắt bẻ, việc đến thì tìm phương pháp để ứng phó.
人咸曰:可以折獄[時,見東潮巨乍人.	Người đời đều cho là giỏi xét đoán kiện tụng (thì kiến người cự sa, huyện đông triều).
]史臣吳士連曰:時見過為異行以矯時人嘱托之,弊猶晏嬰過為儉約以矯𬋩仲僣禮之奢也.	Sử thần ngô sĩ liên nói: thì kiến hành động lạ lùng quá mức để uốn nắn cái tệ xin xỏ của người bấy giờ, cũng như án anh tằn tiện quá mức để uốn nắn cái thói xa xỉ tiếm lễ của quan trọng vậy.
冬十月,命宗正府考正皇宗譜系.	Mùa đông, tháng mười, sai phủ tông chính khảo chính phả hệ của họ nhà vua.
戊戌六年,[元大德二年,]春,頒魏,珠二字諱.	Mậu tuất, năm thứ sáu, (nguyên đại đức năm thứ hai).
秋八月,禁諸人不得於大臣宗室諸家稱臣.	Mùa thu, tháng tám, cấm mọi người không được xưng là " thần " với các nhà đại thần tôn thất.
九月,暴風大雨.	Tháng chín, gió lớn mưa to.
冬十月,伐哀牢元降將張顯陣前戰死.	Mùa đông, tháng mười, đánh ai lao.
贈明字,給太常祀.	Tướng nguyên đầu hàng là trương hiển chết tại trận, được tặng tước minh tự, cho thờ ở thái thường.
以范五老為右金吾衛大.	Lấy phạm ngũ lão làm hữu kim ngô vệ đại
將軍.	Tướng quân.
置上都,水夜叉都,真金都,刺真金等字於額上.	Đặt thượng đô, thuỷ dạ xoa đô, chân kinh đô, thích các chữ như " chân kim "... lên trán.
