第四十一回刘玄德携民渡江赵子龙单骑救主	HỒI 41 Lưu Huyền Đức đưa dân qua sông; Triệu Tử Long một ngựa cứu chúa.
焦头烂额者扶策而行，中箭着枪者勉强而走。 衣甲湿透，个个不全；军器旗幡，纷纷不整：大半皆是彝陵道上被赶得慌，只骑得秃马，鞍辔衣服，尽皆抛弃。	Rồi cùng nhau đem quân chạy theo lối Hoa Dung.
正值隆冬严寒之时，其苦何可胜言。	Bấy giờ, quân mã mỏi mệt, thương binh phải gượng gạo dắt díu, cõng đỡ nhau mà đi, quần áo ướt sũng, tả tơi; vũ khí cờ quạt xơ xác. Trong số này, phần nhiều bị đuổi riết ở đường Di Lăng mới rồi, chỉ còn cỡi ngựa trần, yên cương chẳng có. Vả đang lúc trời đông rét mướt, khổ não không sao kể xiết.
操见前军停马不进，问是何故。	Đang đi, Tháo thấy tiền quân dừng ngựa đứng lại.
回报曰：“前面山僻路小，因早晨下雨，坑堑内积水不流，泥陷马蹄，不能前进。” 操大怒，叱曰：“军旅逢山开路，遇水叠桥，岂有泥泞不堪行之理！”	Tháo hỏi làm sao; quân quay về bảo rằng: - Đường hẻm chân núi, vì buổi sáng mưa to, nước đọng thành vũng, bùn lầy ngập vó ngựa, khó đi lắm.
传下号令，教老弱中伤军士在后慢行，强壮者担土束柴，搬草运芦，填塞道路。	Tháo điên tiết, quát mắng: - Phép hành quân, gặp núi phải mở lối, gặp nước phải bắc cầu, có lẽ đâu bùn lầy không đi được?
务要即时行动，如违令者斩。	Lập tức truyền lệnh, cho quân già yếu và bị thương từ từ đi sau. Còn bao nhiêu quân cường tráng phải gánh đất, kiếm cỏ rác để đắp đường cho phẳng phiu; phải làm ngay để lấy đường đi, ai trái lệnh sẽ chém đầu. Quân sĩ được lệnh phải tụt xuống ngựa, đẵn tre chặt gỗ để lấp đường.
众军只得都下马，就路旁砍伐竹木，填塞山路。	Tháo lại sợ sau lưng có quân đuổi theo, sai Trương Liêu, Hứa Chử, Từ Hoảng dẫn một trăm lính kỵ, tuốt gươm cầm sẵn trong tay, tên nào chậm chạp thì chém.
操恐后军来赶，令张辽、许褚、徐晃引百骑执刀在手，但迟慢者便斩之。 此时军已饿乏，众皆倒地，操喝令人马践踏而行，死者不可胜数。	Lúc này, quân sĩ đều đói mệt, lăn queo ra đường. Tháo thét người ngựa giẫm lên trên mà đi, chết hại không biết bao nhiêu, tiếng kêu khóc vang cả đường sá. Tháo giận, nói: - Sống chết có số, việc gì mà phải khóc?
号哭之声，于路不绝。	Hễ đứa nào khóc nữa thì chém! Trong ba toán quân mã, một toán ở lại sau, một toán đi trước đắp đường, lấp hố, còn một toán đi kèm với Tào Tháo.
操怒曰：“生死有命，何哭之有！	Đi khỏi quãng hiểm trở, ra đến đường cái phẳng phiu hơn.
如再哭者立斩！”	Tháo ngoảnh lại thấy chỉ còn hơn ba trăm quân mã, quần áo tả tơi.
三停人马：一停落后，一停填了沟壑，一停跟随曹操。	Tháo giục đi cho mau.
过了险峻，路稍平坦。 操回顾止有三百余骑随后，并无衣甲袍铠整齐者。	Các tướng thưa: - Người ngựa kiệt sức quá rồi, xin cho tạm nghỉ một chút! Tháo nói: - Đến hẳn Kinh Châu, sẽ nghỉ cũng vừa!
操催速行。	Lại đi được độ vài dặm.
众将曰：“马尽乏矣，只好少歇。” 操曰：“赶到荆州将息未迟。” 又行不到数里，操在马上扬鞭大笑。 众将问：“丞相何又大笑？”	Tháo ngồi trên ngựa, giơ roi cười sằng sặc lên.
操曰：“人皆言周瑜、诸葛亮足智多谋，以吾观之，到底是无能之辈。	Các tướng hỏi: - Thừa tướng lại cười gì thế? Tháo nói: - Người ta khen Chu Du, Gia Cát Lượng lắm mưu nhiều trí nhưng theo ta, chỉ là lũ xoàng thôi.
若使此处伏一旅之师，吾等皆束手受缚矣。” 言未毕，一声炮响，两边五百校刀手摆开，为首大将关云长，提青龙刀，跨赤兔马，截住去路。	Nếu họ phục sẵn một toán quân ở đây, thì chúng ta đành khoanh tay chịu trói cả. Tháo nói chưa dứt lời, tiếng pháo đâu lại nổ lên đùng đùng, hai bên năm trăm quân đao phủ dàn ra, đi đầu là quan Vân Trường cầm thanh long đao, cưỡi ngựa xích thố, chắn ngang đường đi.
操军见了，亡魂丧胆，面面相觑。 操曰：“既到此处，只得决一死战！”	Quân Tào nhìn thấy, ba hồn bảy vía lên mây cả, ngơ ngác nhìn nhau, Tháo bảo các tướng rằng: - Đã đến đường đất này, chỉ còn liều chết mà đánh thôi!
众将曰：“人纵然不怯，马力已乏，安能复战？”	Các tướng nói: - Người tuy còn có thể địch nổi, nhưng ngựa thì đã kiệt sức quá rồi, đánh sao được nữa? Trình Dực nói: - Tôi vẫn biết Vân Trường vốn kiêu ngạo với người trên, nhưng không chấp kẻ dưới; coi thường người khỏe, nhưng không nỡ hiếp người yếu; ân oán phân minh, tín nghĩa rõ ràng. Thừa tướng khi xưa có ân tình với ông ấy, nay nên thân ra kêu cầu, họa may mới thoát được nạn này. Tào Tháo nghe lời, tế ngựa ra nghiêng mình nói với Vân Trường: Tướng quân lâu nay vẫn mạnh khỏe chứ?
程昱曰：“某素知云长傲上而不忍下，欺强而不凌弱；恩怨分明，信义素著。	Vân Trường cũng nghiêng mình đáp lại: - Tôi phụng mệnh quân sư, đợi thừa tướng ở đây đã lâu. Tháo nói: - Tháo tôi thua trận, thế nguy, đến đây không còn đường nào nữa. Xin tướng quân nghĩ đến tình nghĩa khi xưa làm trọng. Vân Trường nói: - Trước đây, tôi tuy đội ơn sâu của Thừa tướng, nhưng đã chém Nhan Lương, Văn Sú, giải vây thành Bạch Mã, để đền đáp rồi.
丞相旧日有恩于彼，今只亲自告之，可脱此难。” 操从其说，即纵马向前，欠身谓云长曰：“将军别来无恙！”	Còn việc hôm nay tôi đâu dám vị chút tình riêng mà bỏ việc công cho được. Tháo nói: - Thế tướng quân còn nhớ đến việc qua năm cửa ải chém sáu tướng không?
云长亦欠身答曰：“关某奉军师将令，等候丞相多时。”	Đại trượng phu phải trọng điều tín nghĩa.
操曰：“曹操兵败势危，到此无路，望将军以昔日之情为重。” 云长曰：“昔日关某虽蒙丞相厚恩，然已斩颜良，诛文丑，解白马之围，以奉报矣。	Tướng quân thông hiểu sách Xuân Thu, há không biết việc Dữu Công Chi Tư đuổi theo Tử Chạc Nhũ Tử đó ư? Vân Trường xưa nay vẫn là người trọng nghĩa, nhớ đến ân tình Tào Tháo khi xưa đãi mình rất hậu và việc ra khỏi năm cửa ải chém sáu tướng, không khỏi không động lòng.
今日之事，岂敢以私废公？”	Vả lại, trông thấy quân Tào đứa nào cũng rơm rớm nước mắt, đứng run cầm cập, lòng càng không nỡ. Bởi thế, quay ngựa lại bảo quân sĩ rằng: "Bốn mặt dãn cả ra!"
操曰：“五关斩将之时，还能记否？	rõ ràng có ý tha cho tào Tháo. Tháo thấy vậy, liền cùng với các tướng kéo ồ cả đi.
大丈夫以信义为重。	Vân Trường quay ngựa lại, thì Tào Tháo đã đi qua rồi.
将军深明《春秋》，岂不知庾公之斯追子濯孺子之事乎？”	Vân Trường quát to lên một tiếng, quân Tào vội xuống ngựa, quỳ lạy, xụt xùi khóc lóc.
云长是个义重如山之人，想起当日曹操许多恩义，与后来五关斩将之事，如何不动心？ 又见曹军惶惶，皆欲垂泪，一发心中不忍。 于是把马头勒回，谓众军曰：“四散摆开。”	Vân Trường càng không nỡ, còn đang do dự thì Trương Liêu tế ngựa vừa đến.
这个分明是放曹操的意思。	Vân Trường lại nhớ đến tình bạn cũ, thở dài một tiếng, thả cho đi hết.
操见云长回马，便和众将一齐冲将过去。	Người sau có thơ rằng: Tào Man thua chạy đến Hoa Dung. Khéo đâu đường hẻm gặp Quan công.
云长回身时，曹操已与众将过去了。 云长大喝一声，众军皆下马，哭拜于地。 云长愈加不忍。 正犹豫间，张辽纵马而至。	Chỉ vì tình nghĩa còn ghi tạc.
云长见了，又动故旧之情，长叹一声，并皆放去。 后人有诗曰：“曹瞒兵败走华容，正与关公狭路逢。 只为当初恩义重，放开金锁走蛟龙。”	Nên để rồng tù thoát xuống sông.
曹操既脱华容之难。 行至谷口，回顾所随军兵，止有二十七骑。 比及天晚，已近南郡，火把齐明，一簇人马拦路。	Tháo thoát được nạn Hoa Dung, ra khỏi cửa rừng, ngoảnh lại trông quân mình chỉ còn hai mươi bảy tên lính kỵ. Mãi đến chiều tối, sắp tới Nam Quận, lại thấy lửa bốc sáng rực, một đội quân mã kéo ra chận đường.
操大惊曰：“吾命休矣！”	Tháo hoảng quá, nói: - Thôi!
只见一群哨马冲到，方认得是曹仁军马。	Mạng ta đến đây là hết! Một lát, tiền quân lại gần, té ra quân mã của Tào Nhân.
操才心安。	Tháo bấy giờ mới hoàn hồn.
曹仁接着，言：“虽知兵败，不敢远离，只得在附近迎接。”	Tào Nhân ra nghênh tiếp và nói: - Tuy biết tin thua trận, nhưng không dám bỏ thành đi cứu, nên đóng ở gần để nghênh tiếp.
操曰：“几与汝不相见也！” 于是引众入南郡安歇。	Tháo nói: - Ta suýt nữa không được trông thấy nhà ngươi!
随后张辽也到，说云长之德。	Bèn dẫn quân vào Nam Quận nghỉ ngơi. Tiếp đó Trương Liêu cũng về tới nơi, thuật lại chuyện nhân đức của Vân Trường.
操点将校，中伤者极多，操皆令将息。 曹仁置酒与操解闷。	Tháo kiểm lại các tướng thấy nhiều người bị thương lắm, bèn cho phép nghỉ ngơi cả ở đó.
众谋士俱在座。	Tào Nhân mở tiệc rượu để Tào Tháo giải buồn, có đủ mặt các mưu sĩ. Tháo bỗng nhiên ngẩng mặt lên khóc hu hu.
操忽仰天大恸。	Các mưu sĩ hỏi: - Khi thừa tướng ở trong hang hổ trốn nạn, còn chẳng sợ hãi gì.
众谋士曰：“丞相于虎窟中逃难之时，全无惧怯；今到城中，人已得食，马已得料，正须整顿军马复仇，何反痛哭？” 操曰：“吾哭郭奉孝耳！	Nay đã về đến thành nhà, người được ăn uống thảnh thơi, ngựa được nghỉ ngơi dưỡng sức, lẽ ra nên thu xếp quân mã, để đánh báo thù, việc gì phải khóc? Tháo nói: - Ta khóc Quách Phụng Hiếu đó.
若奉孝在，决不使吾有此大失也！”	Nếu Phụng Hiếu còn sống thì không đến nỗi có trận thua này.
遂捶胸大哭曰：“哀哉，奉孝！ 痛哉，奉孝！ 惜哉！	Nói rồi vỗ bành bạch vào bụng và khóc rằng: - Thương xót thay Phụng Hiếu! Đau đớn thay Phụng Hiếu!
奉孝！” 众谋士皆默然自惭。	Mến tiếc thay Phụng Hiếu!
次日，操唤曹仁曰：“吾今暂回许都，收拾军马，必来报仇。	Các mưu sĩ ai cũng hổ thẹn, nín lặng chẳng ai nói gì cả. Hôm sau, Tháo gọi Tào Nhân vào bảo rằng: - Ta nay phải về Hứa Đô, thu xếp quân mã, để đánh báo thù.
汝可保全南郡。 吾有一计，密留在此，非急休开，急则开之。	Ngươi cần giữ vững lấy Nam Quận.
依计而行，使东吴不敢正视南郡。”	Ta có một mật kế trong phong giấy này, khiến Đông Ngô không dám nhòm ngó Nam Quận nữa.
仁曰：“合淝、襄阳，谁可保守？” 操曰：“荆州托汝管领；襄阳吾已拨夏侯惇守把；合淝最为紧要之地，吾令张辽为主将，乐进、李典为副将，保守此地。	Tào Nhân bẩm: - Còn Hợp Phi, Tương Dương, thì nên giao cho ai giữ? Tháo nói: - Kinh Châu giao cho người trông nom; Tương Dương ta đã sai Hạ Hầu Đôn đến giữ rồi. Còn Hợp Phì là nơi hiểm yếu nhất ta sai Trương Liêu làm chủ tướng, Lý Điển, Nhạc Tiến làm phó tướng, trấn thủ đất ấy.
但有缓急，飞报将来。”	Nếu có việc gì nguy cấp thì phi báo cho ta biết.
操分拨已定，遂上马引众奔回许昌。 荆州原降文武各官，依旧带回许昌调用。 曹仁自遣曹洪据守彝陵、南郡，以防周瑜。	Tháo dặn dò đâu đấy, rồi dẫn các tướng lên ngựa về Hứa Đô, lại đem theo cả các quan văn võ đã hàng ở Kinh Châu đi, Tào Nhân sai Tào Hồng giữ Di Lăng và Nam Quận, để phòng Chu Du đến cướp.
却说关云长放了曹操，引军自回。	Lại nói, Quan Vân Trường tha Tào Tháo, rồi dẫn quân trở về. Bấy giờ các đạo quân đều bắt được ngựa, khí giới, tiền lương, đem cả về Hạ Khẩu.
此时诸路军马，皆得马匹、器械、钱粮，已回夏口；独云长不获一人一骑，空身回见玄德。	Chỉ có Vân trường về tay không, ra mắt Huyền Đức. Khổng Minh đang chúc mừng Huyền Đức, thấy nói Vân Trường đến, vội vàng đứng lên cầm chén rượu ra đón và nói rằng: - Mừng tướng quân lập được công to nhất một đời, và trừ được hại lớn cho cả thiên hạ!
孔明正与玄德作贺，忽报云长至。	Đáng lẽ tôi phải ra tận xa đón mừng mới phải!
孔明忙离坐席，执杯相迎曰：“且喜将军立此盖世之功，与普天下除大害。 合宜远接庆贺！”	Vân Trường nín lặng chẳng nói gì.
云长默然。 孔明曰：“将军莫非因吾等不曾远接，故尔不乐？” 回顾左右曰：“汝等缘何不先报？”	Khổng Minh lại nói: - Hay là tại chúng tôi không ra ngoài xa đón tiếp, cho nên tướng quân không bằng lòng chăng? Rồi ngoảnh lại bảo tả - Sao các ngươi không báo tin cho ta biết trước?
