趙紀.	Kỷ nhà triệu.
至是,遣養而[養子鈌名].	Đến đây, vua sai người con nuôi (không rỏ tên)
乙酉,六年,[宋雍二年].	Ất dậu, năm thứ sáu, (tống ung hy năm thứ hai).
熙秋,七月,望帝之誕辰也,使人造舟江中,以竹作假山于舟上,號南山.	Mùa thu, tháng bảy ngày rằm là ngày sinh của vua, sai người làm thuyền ở giữa sông, lấy tre làm núi giả đặt trên thuyền, gọi là nam sơn, rồi bày lễ vui đua thuyền, về sau thành thường lệ.
宋遣使來聘.	Nhà tống sai sứ sang thăm.
帝遣使如宋求領節鎮.	Vua sai sứ sang nhà tống xin giữ chức tiết trấn.
丙戌,七年,[宋雍三年].	Bính tuất, năm thứ bảy, (tống ung hy năm thứ ba).
熙秋,八月,點民爲兵.	Mùa thu, tháng tám, điểm dân để lấy lính.
冬,十月,宋遣佐補闕李若拙,國子監博士李覺賫制󰀋封帝爲安南都護靜海軍節度使京兆郡侯[其制曰:王者丕建皇極,寵綏列藩.	Mùa đông, tháng mười, nhà tống sai tả bổ khuyết lý nhược chuyết, quốc tử giám bác sĩ lý giác mang chế sách sang phong cho vua làm an nam đô hộ tĩnh hải quân tiết độ sử kinh triệu quận hầu (lời chế nói: đấng vương giả cả dựng ngôi cao, vỗ yên chư hầu.
設邸京師,所以盛會同之礼,昨土方靣,所以表節制之權.	Dựng phủ đệ tại kinh sư, cho lễ hội đồng được long trọng; chia đất phong ở các nơi, để quyền tiết chế được nêu cao.
矧兹鳶趾之隅,式修翠羽之貢.	Huống nay từ cõi đất diều rơi đến dâng đồ cống lông chim trả.
適當易師,方利建侯,不忘請命之恭,用舉酬勞之典.	Lúc đang đổi tướng, lợi dịp phong hầu, lòng cũng không quên thỉnh mệnh, bèn ban ân điển thưởng công.
茲權知三司留後黎某,資兼義勇,性禀忠純.	Nay quyền tri tam ty lưu hậu
能得󰘊人之心,彌謹藩臣之節.	Được lòng người trong nước, kính giữ tiết phiên thần.
󰪀者,丁璿方在童幼,眛厥撫綏.	Vừa rồi đinh toàn đương tuổi trẻ thơ, không biết yên vỗ.
爾以肺腑之親,掌師旅之事,號金自出,威愛兼行.	Người là tâm phúc chỗ thân, giữ quyền coi quân lữ, hiệu lệnh ban phát, uy ái đều gồm.
丁氏自解三使之權,以徇眾人之欲.	Họ đinh bỏ quyền ba đời tiết sứ, chiều theo ý muốn mọi người.
遠輸誠悃,求領節旄.	Người xa tỏ lòng thành, xin ban tiết việt.
士爕強明,化越俗以咸乂,尉佗恭順,禀漢詔以無違.	Sĩ nhiếp cứng mạnh, sáng suốt, đổi tục việt đều hay, uý đà cung kính, thuận tòng, vâng chiếu hán chẳng trái.
宜以元裔之並列通侯之貴.	Nên xứng chức đứng đầu cõi xa, cùng dự hàng chư hầu tôn quý.
其撫夷落,對揚王休].	Vỗ yên man di bộ lạc, tuyên dương đức tốt vương triều).
稱,帝受制盡恭,饗禮甚厚,日以珍奇之物庭實旅百,示其富饒.	Vua nhận chế rất kính, lễ thết đãi rất hậu, hàng ngày đem những thứ quý lạ bày chật cả sân, để tỏ sự giàu có.
以郭君辨,趙奉勳還之.	Đem bọn quách quân biện, triệu phụng huân trả cho về.
又謂若拙,𮗓曰:"蕞爾小󰘊,山川悠遠,去天萬里,僻地一隅,行使往來,跋涉山川,不亦勞乎?	Lại bảo nhược chuyết và giác rằng: " nước tôi bé nhỏ, sông núi xa xôi, nghìn dặm cách trời, ở lánh góc đất, sứ thần đi lại, lặn lội núi sông, há chẳng khó nhọc lắm ư?
𮗓對曰:本朝提封萬里,列郡,四地有坦夷,亦有險阻此一方,何足微遠.	Giác đáp: " bản triều cõi bờ muôn dặm, các quận có đến bốn trăm, đất có chỗ bằng phẳng, cũng có chỗ hiểm trở, một phương này lấy gì làm xa ".
恩如宋報聘,仍言占城人蒲羅遏率其族百餘人内附.	Ân sang đáp lễ nhà tống và nói về việc người chiêm thành là bồ la át đem hơn trăm người họ xin nội phụ.
丁亥,八年,[宋雍四年].	Đinh hợi, năm thứ tám, tống ung hy năm thứ bốn).
熙春,帝初耕籍田于隊山,得金一小甕.	Múa xuân, vua lần đầu cày ruộng tịch điền ở núi đọi được một hũ nhỏ vàng.
又耕蟠海山,得銀一小甕,因名之曰金銀田.	Lại cày ở núi bàn hải, được một hũ nhỏ bạc, nhân đó đặt tên là ruộng kim ngân.
宋復遣李𮗓來.	Nhà tống lại sai lý giác sang.
至󰀋寺,帝遣法師名順假爲江令迎之.	Khi giác đến chùa sách giang, vua sai pháp sư tên là thuận giả làm người coi sông ra đón.
𮗓甚善文談.	Giác rất thích nói chuyện văn thơ.
時會有两鵝浮水面中,𮗓喜吟云:鵝鵝两鵝鵝,仰面向天涯.	Lúc ấy nhân có hai con ngỗng lội trên mặt nước, giác vui ngâm rằng: nga nga lưỡng nga nga, ngưỡng diện hướng thiên nha.
法師於把掉次韻示之曰:白毛鋪綠水,紅棹擺青波.	Pháp sư dương cầm chèo, theo vần làm nối đưa cho giác xem: bạch mao phô lục thuỷ, hồng trạo bãi thanh ba.
𮗓益奇之,及󰆕舘,以詩遺之曰:幸遇明時賛盛䣭,一身二度使.	Giác càng lấy làm lạ, khi về đến sứ quán, làm thơ gửi tặng: hạnh ngộ minh
交州,東都两别心尤恋,南越千重望未休.	Đông đô lưỡng biệt tâm vưu luyến, nam việt thiên trùng vọng vị hưu.
馬踏煙雲穿浪石,車辭青嶂泛長流.	Mã đạp yên vân xuyên lãng thạch, xa từ thanh chướng phiếm trường lưu.
天外有天應遠照,溪潭波静見蟾秋.	Khê đàm ba tĩnh kiến thiềm thu.
順以詩献.	Thuận đem thơ này dâng lên.
帝召贈吳匡越觀之,匡越曰:"此詩尊陛下與其主無異".	Vua cho gọi sư ngô khuông việt đến xem.
帝嘉其意,後遺之.	Vua khen ý thơ, tặng cho rất hậu.
𮗓辭󰆕,詔匡越制曲以餞,其辭曰:祥光風好錦帆張,遙望神僊復帝鄕.	Khi giác từ biệt ra về, vua sai khuông việt làm bài hát để tiễn, lời rằng: tường quang phong hảo cẩm phàm trương, dao vọng thần tiên phục đế hương.
萬重山水涉滄浪,九天󰆕路長;情慘切,對離觴,攀恋使星郎,願將深意爲邊疆,分明奏我皇.	Vạn trùng sơn thuỷ thiệp thương lang,
戊子,九年,[宋端元年].	Khuông việt nói: " thơ này tôn bệ hạ không khác gì vua tống ".
俱尸利呵呻排麻羅.	Là câu thi lị ha thân bài ma la.
太師洪献卒.	Thái sư hồng hiến chết.
献北人,通經史,常從征伐爲軍師,及勸進,謀議國事,有大功,帝以腹心委之,至是卒.	Hiến là người bắc, thông hiểu kinh sử, thường theo các cuộc chinh phạt làm quân sư, cùng là khuyên vua lên ngôi, mưu bàn việc nước, có công lớn, vua tin dùng như tâm phúc, đến đây chết.
是歲,宋帝改元,遣户部員外郎魏庠,直史舘李度賫制󰀋加帝檢校太尉.	Năm ấy, vua tống đổi niên hiệu, sai hộ bộ viên ngoại lang là nguỵ tường và trực sử quán là lý độ mang chế sách sang gia phong vua làm kiểm hiệu thái uý.
己丑,興統元年,[宋端二年].	Ký sửu, / hưng thống / năm thứ nhất / chín trăm tám mươi chín /, (tống đoan củng năm thứ hai).
拱春正月,改元,大赦.	Mùa xuân, tháng giêng, đổi niên hiệu đại xá.
封太子鍮爲擎天大王,皇弟二子銀錫爲東城王,皇弟三子鉞爲南封王.	Phong thái tử thau làm kình thiên đại vương, hoàng tử thứ hai là ngân tích làm dông thành vương, hoàng tử thứ ba là việt làm nam phong vương.
楊進祿以驩,愛二州叛.	Dương tiến lộc lấy hai châu hoan, ái làm phản.
帝親征,進禄伏誅.	Vua thân đi đánh, tiến lộc bị giết.
時帝遣管甲進禄徵驩,愛二州税,進禄率二州人附于占城.	Bấy giờ vua sai viên quảng giáp là tiến lộc đi thu thuế hai châu hoan và ái, tiến lộc đem người hai châu ấy xin theo về với chiêm thành.
占城不納.	Chiêm thành không nhận.
帝聞之,率諸軍.	Vua nghe tin, đem các quân
伐驩愛,追捕進禄,殺州人不可勝紀.	Đến đánh châu hoan, châu ái, đuổi bắt được tiến lộc và giết người hải châu ấy không biết bao nhiêu mà kể.
庚寅,二年[宋淳元年].	Canh dần, năm thứ hai (tống thuần hoá năm thứ nhất).
化宋遣左正言宋鎬,右正言王世則賫制󰀋加封帝"特進".	Nhà tống sai tả chính ngôn là tống cảo, hữu chính ngôn là vương thế tắc mang chế sách sang phong thêm cho vua hai chữ là " đặc tiến ".
帝遣牙内指揮使丁承正以船九艘,率三百人出太平軍迎之,由海口入,經半月至白騰江,乘潮而行.	Vua sai nha nội chỉ huy sứ là đinh thừa, chính đem chín chiếc thuyền dẫn ba trăm người đến quân thái bình đón, theo cửa biển mà vào, nửa tháng đến sông bạch đằng, theo nước triều mà đi.
秋,九月,至長州奈征驛.	Mùa thu, tháng chín, đến trạm nại chinh ở trường châu.
帝郊迎耀之,以舟師戰俱.	Vua ra ngoài giao để đón, bày thuỷ quân và chiến cụ để khoe.
按㘘偕行.	Vua cầm cương ngựa cùng đi với sứ thần.
至明德門,帝奉制書置殿上不拜,詭言近歲與蛮冦接戰,塗馬傷足.	Đến cửa minh đức, vua bưng chế thư để lên trên điện, không lạy, nói dối là năm vừa rồi đi đánh giặc man, bị ngã ngựa đau chân.
後乃設宴筵行饗禮.	Sau đó bày yến tiệc thết đãi.
帝謂鎬曰:"後有國信,當於界首交割,毋頗使君至此".	Vua bảo cảo rằng: " sau này có quốc thư thì cho giao nhận ở đầu địa giới, khỏi phiền sứ thần đến tận đây nữa ".
鎬歸以聞,.	Cảo về tâu,
宋帝�之.	Vua tống bằng lòng.
辛卯,三年[宋淳化二年].	Tân mão, năm thứ ba, (tốn thuần hoá năm thứ hai).
春,二月,遣陶勤如宋報聘.	Mùa xuân, tháng hai, sai đào cần sang nhà tống thăm đáp lễ.
封皇第四子釘爲禦蛮王,居峯州,皇第六子釿爲禦北王,居扶蘭寨.	Phong hoàng tử thứ tư là đinh làm ngự man vương, đóng ở phong châu, hoàng tử thứ sáu là cân làm ngự bắc vương, đóng ở trại phù lan.
壬辰,四年,[宋淳化三年].	Nhâm thìn, năm thứ bốn, (tống thuần hoá năm thứ ba).
春,正月,帝御乾元殿觀燈.	Mùa xuân, tháng giêng, vua ngự điện càn nguyên xem đèn.
封皇第五子鋌爲開明王,居藤州.	Phong hoàng tử thứ năm là đĩnh làm khai minh vương, đóng ở đằng châu.
宣華山陳先生詣闕.	Trần tiên sinh ở núi tuyên hoa đến cửa khuyết.
[按本國無宣華山,盖是宋徵終南種放,惑併徵華山陳摶而史誤以爲我國事?	(xét nước ta không có núi tuyên hoa, có lẽ là việc nhà tống triệu chủng phóng ở núi chung nam, hoặc có triệu cả trần đoàn ở hoa sơn mà sử chép lầm là việc nước ta?
不然陳先生盛名後世𡸈無傳乎?	Nếu không phải thế, thì sao tiếng tăm của trần tiên sinh không truyền lại đời sau?
漏召字.	Dưới chữ " tuyên " ngờ có sót chữ " triệu ".
華山雲臺觀陳摶所居也].	Vân đài quán ở hoa sơn là nơi ở của trần đoàn).
夏,六月,許占城人領取地哩舊城人三百六十餘歸烏哩州[地哩.	Mùa hạ, tháng sáu, cho người chiêm thành nhận lĩnh hơn ba trăm sáu mươi người ở thành cũ châu địa lý đem về châu
今新平,烏.	Nay là tân bình, ô lý nay là thuận hoá).
秋,八月,命輔國吳子安率三萬人開陸路自南界至地哩.	Mùa thu, tháng tám, sai phụ quốc ngô tử an đem ba vạn người đi mở đường bộ từ cửa biển nam giới đến châu địa lý.
癸巳,五年[宋淳化四年].	Quý tỵ, / hưng thống / năm thứ năm / chín trăm chín mươi lăm / (tống thuần hoá năm thứ bốn).
春,二月,己未,朔,日食.	Mùa xuân, tháng hai, ngày kỷ mùi, mồng một, nhật thực.
封皇第七子鏦爲定藩王,居五縣江,司營城;皇第八子𨪙爲傅王,居杜洞江;皇第九子鏡爲中國王,居乾沱,末連縣.	Phong hoàng tử thứ bảy là tung làm định phiên vương, đóng ở thành tư doanh, ngũ huyện giang; hoàng tử thứ tám là tương làm phó vương, đóng ở đỗ động giang, hoàng tử thứ chín là kính làm trung quốc vương, đóng ở càn đà huyện mạt liên.
宋遣王世則,李居簡賫󰀋書封帝爲交趾郡王.	Giao chỉ quận vương.
甲午,應天元年;[宋淳化五年].	Giáp ngọ, / ứng thiên / năm thứ nhất / chín trăm chín mươi bốn /, (tống thuần hoá năm thứ năm).
春,正月,改元.	Mùa xuân, tháng giêng, đổi niên hiệu.
封皇第十子鋩爲南國王,居武瀧州.	Phong hoàng tử thừ mười là mang làm nam quốc vương, đóng ở châu vũ lung.
遣牙校費崇德如宋.	Sai nha hiệu là phí sùng đức sang nhà tống
史臣吳士連曰:國君奉宗廟,守社稷,不幸無嗣則擇宗室子育爲以子,將以傳之無窮,則有之矣,未聞有義兒也.	Sử thần ngô sĩ liên nói: vua một nước, thờ tông miếu, giữ xã tắc, chẳng may không có con nối thì chọn con của người tông thất nuôi làm con mình, để mong truyền mãi không cùng, thế thì cũng có, chứ chưa thấy vua nào có con nuôi.
且帝有本支蕃矣,又所謂義兒者,不過育遂其寵愛之私於其人爾,盍慮夫將啓篡奪之萌乎?	Vả lại, nhánh họ của vua đã đông người rồi, cái gọi là con nuôi, chẳng qua là muốn thoả lòng dấu yêu riêng với người ấy mà thôi, sao không nghĩ như thế là gây mầm cướp ngôi hay sao?
報聘.	Sang thăm đáp lễ.
占城國王孫制荄入朝.	Cháu vua nước chiêm thành là chế cai vào chầu.
先是,占城國使制冬献方物,帝責其違禮,拒之.	Trước đây, nước chiêm thành sai chế đông dâng sản vật địa phương, vua trách là trái lễ, không nhận.
國王惧,遣制荄入朝.	Vua nước đó sợ, mới sai chế cai vào chầu.
乙未,二年[宋至道元年].	Ất mùi, / ứng thiên / năm thứ hai / chín trăm chín mươi lăm /, (tống chí đạo năm thứ nhất).
封皇第十一子鍉[即明提]爲行軍王,居北岸古覽州;義兒爲扶帶王,居扶󰅾鄕.	Phong hoàng tử thứ mười một là đề (tức minh đề) làm hành quân vương, đóng ở bắc ngạn châu cổ lãm; con nuôi làm phù đái vương, đóng ở hương phù đái.
