趙紀.	Kỷ nhà triệu.
賊黨聞之震駭悉.	Đảng giặc nghe tin đều sợ hãi
皆解散.	Tan vỡ.
夏,四月,時榖大豊稔,乃分遣培築各處堤路以防水患.	Mùa hạ, tháng bốn, bấy giờ lúa rất tốt, bèn chia sai bồi đắp đê điều các xứ để phòng nạn lụt.
是月,安定縣,丹泥上社,銅皷山崩.	Tháng ấy, núi đồng cổ ở xã đan nê thượng, huyện yên định bị lở.
命官往告祭之.	Sai quan đến cáo tế.
二十四日,寅時,有彗星見于西南方,形如紅絹.	Ngày hai, giờ dần, có sao chổi mọc ở phương tây nam, hình như tấm lụa đỏ.
二十八日,酉時,有星直騰西方走,形如帛疋.	Ngày hai mươi tám, giờ dậu, có ngôi sao bay thẳng về phương tây, hình như tấm lụa.
閏四月,命太傅清郡公鄭𭫨,太保萬郡公鄭椿等督領象馬士卒往伐僞豪郡徒黨于安勇地.	Tháng bốn nhuận, sai bọn thái phó thanh quận công trịnh tráng và thái bảo vạn quận công trịnh xuân đốc lĩnh voi ngựa, quân lính đi đánh bè đảng hào quận công nguỵ ở vùng yên dũng.
諸軍被嵐瘴而回,士馬多損.	Các quân bị lam chướng phải trở về, người ngựa tổn hại nhiều.
秋,八月,天雨金,形如黄米,又雨米,如黒米,雨酒如甘酒.	Mùa thu, tháng tám, trời mưa vàng, hình như hạt gạo vàng, lại mưa gạo, như loại gạo đen, mưa rượu, như là rượu ngọt.
九月,時有白氣形如鉞直立,每夜五更常見在東南方,經是月下旬至十月上旬始滅.	Tháng chín, bấy giờ có khí trắng như hình cái búa đứng thẳng, mỗi đêm hồi canh năm thường hiện ra ở phương đông nam, từ hạ tuần tháng ấy đến thượng tuần tháng mười mới hết.
冬,十月,四日,吏部左侍郎富春侯吳致和,户部左侍郎衍嘉侯黎弼四與范珍等啓言于平安王曰:"窃見,本年九月下旬有異星寅刻見于南方,長一丈餘,又有雷動非時.	Mùa đông, tháng mười, ngày mồng bốn, lại bộ tả thị lang phú xuân hầu ngô trí hoà, hộ bộ tả thị lang diễn gia hầu lê bật tứ cùng với bọn phạm trân dâng khải lên bình an vương rằng: trộm thấy, hạ tuần tháng chín năm nay có sao lạ mọc ở phương nam vào giờ dần, dài đến hơn một trượng, lại có sấm động trái thời.
前月又有雨黒米,雨.	Tháng trước lại mưa ra gạo đen, mưa ra
等事涉扵恠異,得非時政所䦕.	Các việc ấy đều là quái dị, chắc là có quan hệ với chính sự hiện nay.
其他背理傷道难以疏奉,謹以六事陳之:其一:乞脩德以祈天命;其二:抑權豪以養民力;其三:禁煩苛以厚民生;其四:抑奢侈以豊民財;其五:禁盗劫以奠民居;其六:脩軍政以護民生".	Những việc trái lẽ hại đạo khó mà kể hết, xin trình bày sáu việc sau: một - xin sửa đức để cầu mệnh trời; hai - ngăn quyền hào để nuôi sức dân; ba - cấm phiền hà để dân sống được; bốn - cấm xa xỉ để của dân dồi dào; năm - dẹp trộm cướp để dân an cư; sáu - sửa quân chính để bảo vệ dân.
時,帝以國家庶事委平安王總裁,故洞達謹啓欲以上聞輔行仁政.	Bấy giờ vua trao hết mọi việc quốc gia cho bình an vương quyết định, cho nên khải trình lên là muốn để vương biết rõ mà giúp việc thi hành nhân chính.
吏部右侍郎仁嶺侯劉廷質啓言于平安王曰:"窃聞,天降灾祚在德𭁈否.	Lại bộ hữu thị lang nhân lĩnh hầu lưu đình chất dâng khải lên bình an vương rằng: " trộm nghĩ, trời giáng tai dị hay ban điềm lành là do có đức hay không.
作善則降之以祥,不善則警之以異.	Làm điều thiện thì hiện ra điềm lành, làm điều ác thì răn bằng tai dị.
然因灾異而脩德則無.	Song nhân tai dị mà sửa đức thì không
損.	Tổn hại gì.
是以,古人以天自處而致謹於天命之際.	Cho nên người xưa lấy trời để tự xử mà kính cẩn đối với mệnh trời.
漢文帝克承天心而變異消弭,宋景公一發善言而灾星退舍.	Hán văn đế biết thuận lòng trời mà biến dị đều hết, tống cảnh công nói một câu lành mà sao xấu lui đi.
國家自恢復以來,天地未應,美祥未至,而灾異頗有疊出.	Nhà nước ta từ khi khôi phục đến giờ, trời đất chưa ứng, điềm lành chưa đến, mà tai dị lại liên tiếp xảy ra.
本年秋候,天雨黑炭則是異也,而當時諱言灾異指爲雨米.	Như mùa thu năm nay, trời mưa xuống than đen thì đó là tai dị, nhưng đương thời tránh nói là tai dị, lại bảo là mưa gạo.
𡸈至和如史皇之時而天爲雨粟者乎?	Đâu phải đến mức khí hoà như đời hoàng đế mà trời mưa ra gạo?
𡸈亨通如夏禹之世,而天爲雨金者乎?	Đâu phải là vận được hanh thông như đời hạ vũ mà trời mưa ra vàng?
意者既示之警或未省悟,九月下旬越本月旬,異星見于東南方,見者.	Hẳn là trời tỏ sự răn đe mà chưa biết tỉnh ngộ, nên hạ tuần tháng chín qua đến thượng tuần tháng này, sao lạ hiện ra ở phương đông nam, ai trông thấy
無不駭慄,尤非小異也.	Cũng phải sợ hãi, thực không phải là điềm lạ nhỏ.
得非德之未脩政猶闕失而𦤶然歟?	Có phải do đức chưa tu sửa, chính còn thiếu sót mà dẫn đến thế chăng?
今政事所行不逮往年,命令之布該將不體上人寬恤之意,務行苛虐,竭民財産,愁苦之聲足以感動上天而天警以恠異,人主覩是宜以自省也.	Nay chính sự thi hành không bằng năm trước, mệnh lệnh ban bố không thể theo ý khoan hồng của người trên, chỉ chăm làm điều hà khắc tàn ngược, vét hết tài sản của dân, những tiếng than sầu khổ cũng đủ cảm động đến trời mà trời răn bảo bằng điềm quái lạ, người làm chúa trông thấy thế cũng nên tự xét.
恭願謹祗天戒,惠養小民,凡一毫有便於民者行之,一弊有妨於民者去之.	Kính xin kính cẩn sự răn bảo của trời, thương nuôi dân mọn, một chút gì có lợi cho dân đều nên làm, một tệ gì có hại cho dân đều nên bỏ.
尤且施仁政於民.	Lại càng phải thi hành nhân chính đối với dân.
京畿庯坊之民所當恤也,則號令諸將禁戢攘奪以强天下之原本;清華四政之民所當恤也,則申勑諸將勿爲煩擾以壮國.	Dân phố phường ở kinh kỳ thực đáng thương xót, nên truyền lệnh các tướng cấm ngăn bọn cướp đoạt để mạnh gốc rễ của nước; dân thanh hoa tứ chiếng thực đáng thương xót, nên nhắc các tướng không được phiền nhiễu để làm vững
家之堂基.	Nền móng của nhà nước.
如此近者被其澤而説,遠者聞其風而來,斯得民矣.	Như thế thì người gần đội ơn mà vui lòng, người xa thì nghe tiếng mà kéo đến.
人心悅於下,天道應於上,將見灾星轉爲景星之祥,沴雨轉爲甘雨之瑞,諸福之物無不畢至,而王道大成矣".	Lòng dân vui ở dưới thì đạo trời ứng ở trên, sẽ thấy sao tai dị chuyển thành sao sáng lành, mưa tai dị chuyển thành mưa hoà thuận, các thức phúc đều đến cả và vương đạo đại thành vậy ".
朝臣上奏,其略曰:"天人相與之際甚可畏也.	Các triều thần dâng tờ tâu đại lược nói: " mối quan hệ giữa trời với người là đáng sợ lắm.
人事不脩,天以灾異譴告之.	Việc người không sửa thì trời lấy tai dị để răn bảo.
兹本年九月下旬越本月上旬,每夜五鼓,沴星現東南方,形如白雲,形如白練,形如尖梭,形如芒刃,頭尾尖細,視之駭慄.	Năm nay, từ hạ tuần tháng chín đến thượng tuần tháng này, mỗi đêm vào hồi canh năm, sai tai dị hiện ra ở phương nam hình như mây trắng, hình như lụa trắng, như cái thoi nhọn, như cái mũi giáo, đầu đuôi nhỏ và nhọn, trông rất dễ sợ.
又有雨下金如土,雨下米如黒,雨下酒如.	Lại có mưa vàng như đất, mưa xuống gạo sắc đen, mưa xuống rượu vị
甘,嗚非時之雷,灾異稠見.	Ngọt, lại thêm sấm động trái thời, tai dị liên tiếp.
變不虚生意者,内有失德,外有失政,紀綱彫弛,法令未張,官吏苛刻,民星摇動,人事多失和而致然歟?	Tai biến không phải bỗng dưng mà có, hẳn là bên trong có lỗi đức, bên ngoài có lỗi chính, kỷ cương lỏng lẻo, pháp lệnh trễ nải, quan lại hà khắc, dân chúng dao động, việc người có nhiều sự bất hoà mà đến thế chăng?
兹年異星夜見,灾沴並作,此上天示戒,乃恐惧憂勤之日.	Năm nay ban đêm hiện ra sao lạ, tai dị xảy ra luôn, đó là trời tỏ răn bảo, chính là lúc phải sợ hãi chăm lo.
見天心仁爱,每寓於譴告之中,請修德以禳之可乎.	Thấy lòng trời nhân ái, thường ngụ trong việc răn trách thì xin sửa đúc để trừ đi là được.
昔宋景公一發善言,而灾星爲之退舍,宋太宗一開齋禳,而彗星自然隨滅.	Xưa tống cảnh thông nói một câu lành mà sau tai dị phải lui đi, tống thái tông mở đàn trai nhưng mà sao chổi tự nhiên lặn mất.
視前代所行之事,可爲徵驗.	Xét việc đời trước đã làm, có thể chứng nghiệm.
臣.	Bọn thần
等伏乞髙明大德因灾而惧側身脩行,設祈天𡊨,齋戒密禱,庶幾誠心感格,玄象隨應沴星退舍,和氣致祥,隂陽調而風雨時,群生和而萬物殖,海宇措衽席之康,國家置泰磐之壮,基緒之傳今其自是有永,于以衍宗社億萬年無窮之福".	Cúi xin đức lớn cao sáng nhân có tai biến mà sợ hãi trách mình sửa nết, đặt đàn cầu trời, trai giới đảo ngầm, ngõ hầu lòng thành cảm thấu đến trời, hiện tượng huyền vi cũng ứng theo, sao tai dị lùi chỗ, khí hoà sinh điềm lành, âm dương điều hoà mà mưa gió phải thì, quần sinh hoà hợp mà muôn vật nảy nở, nhân dân được vui chiếu chăn êm ấm, nhà nước vững bền như bàn thạch, thái sơn, cơ nghiệp truyền nối từ nay được dài lâu, để phúc của tông miếu xã tắc kéo dài ức muôn năm không cùng ".
上覧其奏留中.	Vua xem tờ tâu, lưu lại trong cung.
十一月,夜五更,彗星見東方,月餘始滅,朝臣啓于平安王曰:"本年,九月下旬有異星見于東南方;本月十一日夜再有異星出見,其灾異屡見如此,.	Triều thần làm tờ khải với bình an vương rằng: " năm nay, hạ tuần tháng chín có sao lạ lại hiện ở phương đông nam; đêm ngày mười một tháng này lại có sao lạ xuất hiện.
意者上德有所未脩,政事有所舛紊,人謀或有異圖而致然歟?	Chắc là người trên đức chưa tu sửa, chính sự có chỗ sai lầm, hoặc mưu người có ý đồ khác mà đến thế chăng?
如人君再拱扵上,所親者正人,所行者正道,間有細人出入内殿,導引爲非,如官方已有吏部,反特許聀名非例;賦税已有户部,反差人到民爭收;詞訟已有該勘衙門,間有咱人誣告,捉人取財;軍項已有府司衛所,間有差人勾取,軍色重役,乞具本革前弊,照行.	Như nhà vua rủ áo khoanh tay ở trên, những người thân cận đều là ngay thẳng, mọi việc thi ành đều theo chính đạo, thỉnh thoảng vẫn có kẻ gian ra vào nội điện, xui giục làm càn; như việc tuyển bổ đã có lại bộ mà lại có chức danh trái lệ, việc thuế khoá đã có hộ bộ mà lại sai người ra dân thu tranh, việc kiện tụng đã có nha môn tra xét lại có khi nghe lời vu cáo, bắt người lấy của, việc quân đã có phủ, ty, vệ sở, lại có khi sai người đi bắt, quân dịch nặng nề, xin chép đủ ra để trừ bỏ tệ trước, chiếu theo đó mà làm.
紀綱法度已有成憲具在,如該将止許該兵不有該民,兹各該官專民專財專殺,又私󰱇益兵,一家至五,.	Kỷ cương pháp độ đã có phép cũ để lại, như tướng chỉ cho coi quân, không được coi dân, mà nay bọn cai quản lại chuyên coi dân, chuyên lấy của, chuyên giết người, lại tuyển riêng lấy thêm lính, một nhà đến năm,
日,未時,大火,起自王府門,後延燒两邉庯坊,透入朝堂端門楼,及左右直廬皆空尽.	Giờ mùi, cháy lớn, bắt đầu từ cửa vương phủ, sau lan ra phố phường hai bên, cháy vào đến lầu cửa đoan môn của triều đường và các nhà trực hai bên tả hữu đều cháy hết sạch.
二月,會試天下士人.	Tháng hai, thi hội các sĩ nhân trong nước.
取合格陳有禮等七名.	Lấy đỗ bọn trần hữu lễ bảy người.
及殿試,賜阮瀨進士出身,裴球等六名同進士出身.	Đến khi thi điện, cho nguyễn lại đỗ tiến sĩ xuất thân; bọn bùi cầu sáu người đỗ đồng tiến sĩ xuất thân.
三月,平安王往東津楼觀舟.	Tháng ba, bình an vương đến lầu ở bến đông xem đua thuyền.
回到三岐路,忽有伏銃𭛁射王象.	Khi về đến chỗ ngã ba, chợt có súng nấp bắn vào voi của vương.
捉得其人,監拷知帝與王子鄭椿隂謀殺王.	Bắt được người bắn, tống giam tra khảo mới biết vua và vương tử trịnh xuân ngầm mưu giết vương.
夏,四月,王使太傅清郡公鄭𭫨與内監岳郡公裴仕林入内殿鞫問,遂尽得其状.	Mùa hạ tháng bốn, vương sai phó thanh quận công trịnh tráng cùng nội giám nhạc quận công bùi sĩ lâm vào nội điện tra hỏi, biết hết tình trạng.
五月,十二日,遂逼絞帝崩.	Tháng năm, ngày mười hai, bức vua thắt cổ chết.
後追尊爲惠皇.	Sau truy tôn là huệ hoàng
帝,廟號敬宗.	Đế, miếu hiệu là kính tông.
六月,皇子即位于勤政殿,改元爲永祚元年.	Tháng sáu, hoàng tử lên ngôi ở điện cần chính, đổi niên hiệu là vĩnh tộ năm thứ nhất.
