第一回宴桃园豪杰三结义斩黄巾英雄首立功	HỒI 1 Tiệc vườn đào, anh hùng kết nghĩa; Chém Khăn Vàng, hào kiệt lập công.
于是孔明遂令马谡为参军，即统大兵前进。	Liền sai Mã Tốc làm tham quân và dẫn quân kéo đi.
却说蛮王孟获，听知孔明智破雍闿等，遂聚三洞元帅商议。	Nói về vua Man là Mạnh Hoạch nghe tin Khổng Minh dùng mẹo phá tan bọn Úng Dĩ, bèn hội các nguyên soái ba động lại bàn bạc.
第一洞乃金环三结元帅，第二洞乃董荼那元帅，第三洞乃阿会喃元帅。	Nguyên soái động thứ nhất là Kim Hoàn Tam Kết, nguyên soái động thứ nhì là Đổng Trà Na, nguyên soái động thứ ba là A Hội Nam.
三洞元帅入见孟获。	Ba người vào ra mắt Mạnh Hoạch.
获曰：“今诸葛丞相领大军来侵我境界，不得不并力敌之。	Hoạch nói: - Nay Gia Cát Lượng dẫn đại quân xâm phạm bờ cõi nước ta, chúng ta phải hợp sức lại đối địch mới được.
汝三人可分兵三路而进。 如得胜者，便为洞主。”	Ba chúng ngươi nên chia làm ba đường mà tiến, nếu ai đánh thắng thì được làm chúa cả động này.
于是分金环三结取中路，董荼那取左路，阿会喃取右路：各引五万蛮兵，依令而行。	Rồi đó, Kim Hoàn Tam Kết đi đường giữa, Đổng Trà Na đi mé tả, A Hội Nam đi mé hữu. Mỗi người dẫn năm vạn quân Man, y lệnh kéo đi.
却说孔明正在寨中议事，忽哨马飞报，说三洞元帅分兵三路到来。	Khổng Minh đang ngồi trong trại bàn việc, tiểu mã về báo rằng có nguyên soái ba động, chia làm ba đường lại đánh.
孔明听毕，即唤赵云、魏延至，却都不分付；更唤王平、马忠至，嘱之曰：“今蛮兵三路而来，吾欲令子龙、文长去；此二人不识地理，未敢用之。	Khổng Minh lập tức gọi Triệu Vân, Ngụy Diên đến, nhưng không sai khiến gì cả. Lại cho gọi Vương Bình, Mã Trung đến, dặn rằng: - Nay quân rợ chia ba đường đến đây, ta định sai Tử Long, Vân Trường đi, nhưng vì hai người chưa thuộc đường đất, cho nên chưa dám dùng.
王平可往左路迎敌，马忠可往右路迎敌。	Vậy Vương Bình phải ra mé tả, Mã Trung ra mé hữu nghênh địch.
吾却使子龙、文长随后接应。 今日整顿军马，来日平明进发。”	Ta sẽ sai Tử Long, Vân Trường tiếp ứng cho, hôm nay hãy chỉnh đốn quân mã, sớm mai kéo đi.
二人听令而去。	Hai người vâng lệnh trở ra.
又唤张嶷、张翼分付曰：“汝二人同领一军，往中路迎敌。	Lại gọi Trương Ngực, Trương Dực đến dặn rằng: - Hai chúng ngươi cùng dẫn một toán quân ra đường giữa mà đánh.
今日整点军马，来日与王平、马忠约会而进。	Hôm nay điểm sẵn quân mã, ngày mai hẹn nhau với Vương Bình, Mã Trung cùng tiến quân.
吾欲令子龙、文长去取，奈二人不识地理，故未敢用之。”	Ta muốn sai Tử Long, Vân Trường đi nhưng sợ hai người ấy không biết địa lý.
张嶷、张翼听令去了。	Trương Ngực, Trương Dực vâng lệnh trở ra.
赵云、魏延见孔明不用，各有愠色。	Triệu Vân, Ngụy Diên thấy Khổng Minh không dùng đến mình, đều tỏ vẻ tức bực.
孔明曰：“吾非不用汝二人，但恐以中年涉险，为蛮人所算，失其锐气耳。”	Khổng Minh bảo rằng: - Ta không phải không muốn dùng các ngươi đâu; vì ngại các ngươi đã nhiều tuổi, xông pha vào nơi hiểm trở, nhỡ bị quân rợ lừa, thì mất cả nhuệ khí quân ta.
赵云曰：“倘我等识地理，若何？”	Triệu Vân nói: - Phỏng như chúng tôi biết đường đất thì sao?
孔明曰：“汝二人只宜小心，休得妄动。”	Khổng Minh nói: - Hai ngươi hãy nên cẩn thận, chớ có coi thường!
二人怏怏而退。	Hai người buồn rầu trở ra.
赵云请魏延到自己寨内商议曰：“吾二人为先锋，却说不识地理而不肯用。 今用此后辈，吾等岂不羞乎？”	Triệu Vân mời Ngụy Diên đến trại mình, bàn rằng: - Hai chúng ta là tiên phong, mà cho là không biết đường đất, không dùng, lại dung bọn hậu sinh ấy, chúng ta há chẳng thẹn lắm ru!
延曰：“吾二人只今就上马，亲去探之；捉住土人，便教引进，以敌蛮兵，大事可成。”	Ngụy Diên nói: - Hai chúng ta thử lên ngựa ra xem, bắt thổ dân đưa đường để đánh quân Man, việc lớn chắc thành công.
云从之，遂上马径取中路而来。	Vân nghe theo, mới cùng lên ngựa đi ra con đường chính giữa.
方行不数里，远远望见尘头大起。	Đang đi, thấy phía xa xa bụi bay mù mịt.
二人上山坡看时，果见数十骑蛮兵，纵马而来。	Hai người lên gò cao đứng trông, quả nhiên có vài mươi tên kỵ mã Man đang cưỡi ngựa đi đến.
二人两路冲出。 蛮兵见了，大惊而走。	Hai người đổ ra, quân Man khiếp sợ tan chạy cả.
赵云、魏延各生擒几人，回到本寨，以酒食待之，却细问其故。 蛮兵告曰：“前面是金环三结元帅大寨，正在山口。 寨边东西两路，却通五溪洞并董荼那、阿会喃各寨之后。”	Triệu, Ngụy mỗi người bắt sống được vài tên đem về trại, cho ăn cơm, uống rượu tử tế, rồi hỏi đường lối đi lại làm sao. Quân Man thưa rằng: - Mé trước mặt chính là đại trại của Kim Hoàn Tam Kết nguyên soái, ở vào giữa cửa núi, đường hai bên thông sang động Ngũ Khê, phía sau trại của Đổng Trà Na và A Hội Nam.
遂点精兵五千，教擒来蛮兵引路。	Triệu Vân, Ngụy Diên nghe xong, kén năm nghìn tinh binh, sai mấy tên quân Man dẫn đường.
比及起军时，已是二更天气；月明星朗，趁着月色而行。	Bấy giờ đã canh hai. Hai người lần theo ánh trăng mà đi.
刚到金环三结大寨之时，约有四更，蛮兵方起造饭，准备天明厮杀。	Khi đến đại trại Kim Hoàn Tam Kết thì đã canh tư. Quân Man vừa thức dậy thổi cơm ăn, sắp sửa đến sáng ra khai chiến.
忽然赵云、魏延两路杀入，蛮兵大乱。	Bất thình, hai mặt quân của Triệu Vân, Ngụy Diên tràn vào, quân Man bối rối.
赵云直杀入中军，正逢金环三结元帅；交马只一合，被云一枪刺落马下，就枭其首级。 余军溃散。	Triệu Vân đánh thốc vào trung quân vừa gặp Kim Hoàn Tam Kết đi ra. Vân đâm một nhát, Kim Hoàn ngã quay xuống ngựa. Vân chặt lấy đầu, còn quân sĩ chạy tan mất cả.
魏延便分兵一半，望东路抄董荼那寨来。 赵云分兵一半，望西路抄阿会喃寨来。	Ngụy Diên, Triệu Vân chia quân làm hai ngã: Diên đi lẻn con đường mé đông, đến trại Đổng Trà Na; Vân đi lẻn con đường mé tây đến trại Hội Nam.
比及杀到蛮兵大寨之时，天已平明。	Khi hai người kéo gần đến nơi, thì trời đã tang tảng sáng.
先说魏延杀奔董荼那寨来。	Trước hãy kể chuyện Ngụy Diên.
董荼那听知寨后有军杀至，便引兵出寨拒敌。 忽然寨前门一声喊起，蛮兵大乱。	Diên đến trại rợ, Đổng Trà Na nghe sau trại có tiếng quân mã ồn ào, liền kéo quân ra cự địch. Bỗng đâu mé trước lại có tiếng reo. Quân Man rối loạn.
原来王平军马早已到了。	Té ra quân của Vương Bình vừa đến.
两下夹攻，蛮兵大败。	Hai mặt dồn đánh ập vào, quân Man thua to.
董荼那夺路走脱，魏延追赶不上。	Đổng Trà Na cướp đường chạy thoát. Ngụy Diên đuổi theo không kịp.
却说赵云引兵杀到阿会喃寨后之时，马忠已杀至寨前。	Triệu Vân vào tới trại A Hội Nam thì quân của Mã Trung đã ở trước cửa trại rồi.
两下夹攻，蛮兵大败，阿会喃乘乱走脱。	Hai bên đánh dồn vào, quân Man thua, A Hội Nam cũng chạy được thoát.
各自收军，回见孔明。	Hai người thu quân về, ra mắt Khổng Minh.
孔明问曰：“三洞蛮兵，走了两洞之主；金环三结元帅首级安在？”	Khổng Minh hỏi rằng: - Quân Man ba động, chúa hai động thoát được, còn đầu Kim Hoàn Tam Kết ở đâu?
赵云将首级献功。	Triệu Vân liền nộp đầu Kim Hoàn Tam Kết dâng công.
众皆言曰：“董荼那、阿会喃皆弃马越岭而去，因此赶他不上。”	Các tướng bẩm rằng: - Đổng Trà Na, A Hội Nam, bỏ ngựa trèo qua núi chạy thoát, vì thế không bắt được.
孔明大笑曰：“二人吾已擒下了。”	Khổng Minh cười nói rằng: - Hai người đó ta đã bắt được cả rồi!
赵、魏二人并诸将皆不信。	Các tướng không ai tin.
少顷，张嶷解董荼那到，张翼解阿会喃到。 众皆惊讶。	Một lát Trương Ngực giải Đổng Trà Na đến, Trương Dực giải A Hội Nam về, ai nấy đều ngơ ngác, giật mình.
孔明曰：“吾观吕凯图本，已知他各人下的寨子，故以言激子龙、文长之锐气，故教深入重地，先破金环三结，随即分兵左右寨后抄出，以王平、马忠应之。	Khổng Minh bảo rằng: - Ta xem địa đồ của Lã Khải, đã biết chỗ giặc hạ trại, cho nên ta nói khích cho Tử Long, Vân Trường cố sức vào sâu trong nội địa, trước hết hai đường tả hữu đánh úp hai trại kia, còn Vương Bình, Mã Trung chỉ là đi tiếp ứng thôi.
非子龙、文长不可当此任也。	Phi Tử Long, Vân Trường, không ai đương nổi việc ấy đâu!
吾料董荼那、阿会喃必从便径往山路而走，故遣张嶷、张翼以伏兵待之，令关索以兵接应，擒此二人。”	Ta lại đồ rằng Đổng Trà Na, A Hội Nam tất theo con đường tắt khe núi mà chạy nên sai Trương Ngực, Trương Dực phục quân chờ sẵn một chỗ, lại sai Quan Sách đi tiếp ứng để bắt hai chúa động ấy về đây.
诸将皆拜伏曰：“丞相机算，神鬼莫测！”	Các tướng đều bái phục, mà rằng: - Mẹo mực của thừa tướng, quỷ thần cũng không ai biết đâu mà lường!
孔明令押过董荼那、阿会喃至帐下，尽去其缚，以酒食衣服赐之，令各自归洞，勿得助恶。	Khổng Minh sai điệu Đổng Trà Na, A Hội Nam đến dưới trướng, cởi trói, cho cơm ăn, rượu uống, rồi tha về động và dặn rằng từ rày không được giúp kẻ phản ác nữa.
二人泣拜，各投小路而去。	Hai người rỏ nước mắt khóc, trở ra, theo đường nhỏ về trại.
孔明谓诸将曰：“来日孟获必然亲自引兵厮杀，便可就此擒之。”	Khổng Minh bảo với các tướng rằng: - Ngày mai Mạnh Hoạch tất nhiên dẫn quân lại đánh ta nên đón đường bắt lấy.
乃唤赵云、魏延至，付与计策，各引五千兵去了。	Bèn gọi Ngụy Diên, Triệu Vân, dặn dò mẹo mực cho mỗi người dẫn năm nghìn quân đi.
又唤王平、关索同引一军，授计而去。	Lại gọi Vương Bình, Quan Sách cùng lĩnh một đội quân, lĩnh mẹo đi liền.
孔明分拨已毕，坐于帐上待之。	Khổng Minh phân phát đâu đấy, ngồi trong trướng đợi xem tin tức.
却说蛮王孟获在帐中正坐，忽哨马报来，说三洞元帅，俱被孔明捉将去了；部下之兵，各自溃散。 获大怒，遂起蛮兵迤逦进发，正遇王平军马。	Lại nói, Man vương Mạnh Hoạch đang chễm chệ trên trướng, chợt nghe tin nguyên soái ba động đều bị bắt, mà quân mã tan vỡ cả. Hoạch nổi giận, khởi hết quân Man, lần lần kéo đi, giữa đường gặp quân mã của Vương Bình vừa đến.
两阵对圆，王平出马横刀望之：只见门旗开处，数百南蛮骑将两势摆开。	Hai bên dàn trận, Vương Bình cắp ngang thanh đao, trông sang bên kia, thấy trong cửa cờ có vài trăm tướng Man đứng dàn hai bên.
中间孟获出马：头顶嵌宝紫金冠，身披缨络红锦袍，腰系碾玉狮子带，脚穿鹰嘴抹绿靴，骑一匹卷毛赤兔马，悬两口松纹镶宝剑，昂然观望，回顾左右蛮将曰：“人每说诸葛亮善能用兵；今观此阵，旌旗杂乱，队伍交错；刀枪器械，无一可能胜吾者：始知前日之言谬也。	Mạnh Hoạch ra ngựa, đầu đội mũ kim quan khảm ngọc, mình mặc áo cẩm bào sắc hồng, lưng buộc đai sư tử, chân đi giày mỏ ưng, mình cỡi ngựa xích thố, tay cầm đôi kiếm Tùng Vân, nghênh ngang trông trước trông sau, rồi bảo với Man tướng rằng: - Người ta cứ đồn Gia Cát Lượng giỏi việc dùng binh, nay xem trận này, tinh kỳ lộn xộn, đội ngũ xô bồ, gươm giáo khí giới không cái nào ra tuồng, mới biết rằng toàn lời đồn hão cả.
早知如此，吾反多时矣。	Nếu ta sớm biết thế này thì đã làm phản từ lâu rồi.
谁敢去擒蜀将：以振军威？”	Có ai dám ra trước bắt Thục tướng, để cho phấn chấn uy danh quân ta không?
言未尽，一将应声而出，名唤忙牙长；使一口截头大刀，骑一匹黄骠马，来取王平。	Mạnh Hoạch nói vừa dứt lời, có một tướng tên là Mang Nha Trường, cầm đại đao, cưỡi ngựa vàng xông ra đánh Vương Bình.
二将交锋，战不数合，王平便走。	Hai tướng đánh nhau được vài hiệp, Bình thua chạy.
孟获驱兵大进，迤逦追赶。	Mạnh Hoạch thúc quân kéo bừa vào, lần lần đuổi theo.
关索略战又走，约退二十余里。 孟获正追杀之间，忽然喊声大起，左有张嶷，右有张翼，两路兵杀出，截断归路。	Quan Sách ra đánh vài hiệp lại chạy. Mạnh Hoạch đuổi theo ước độ hai chục dặm, bỗng đâu tiếng reo vang dậy, rồi Trương Ngực ở mé tả kéo ra, Trương Dực ở mé hữu đổ đến, chận mất đường về.
